source,trim_url,fetched_at,page_sha256,brand,model,title,trim_raw,model_year,spec_id,spec_label,value,via
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Transmission,Transmission,DSG,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Body Type,Body Type,SUV,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Fuel Type,Fuel Type,gas,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Power,Power,1600,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Turbo,Turbo,Yes,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Speeds,Speeds,7,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Horse power,Horse power,197,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Fuel,Fuel,95,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Length,Length,"4,720",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Width,Width,"1,860",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Height,Height,"1,705",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Wheel Base,Wheel Base,2710,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Trunk Size,Trunk Size,117,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Seats,Seats,7,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Traction Type,Traction Type,Front traction,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Number Of Cylinder,Number Of Cylinder,4,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Fuel Tank Capacity,Fuel Tank Capacity,51,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50729,"Fri, 25 Sep 2026 12:29:01 GMT",97603aade4600a0cc81112eb32ea38f0ca4b3b94ef01b89f1471fa7f368f6aa8,,,Chery Tiggo 8 Pro Max A/T / Luxury 2027 Prices & Features,,2027,h2:Torque Of Newton,Torque Of Newton,290,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Transmission,Transmission,DSG,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Body Type,Body Type,SUV,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Fuel Type,Fuel Type,gas,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Power,Power,1600,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Turbo,Turbo,Yes,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Speeds,Speeds,7,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Horse power,Horse power,197,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Fuel,Fuel,95,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Length,Length,"4,720",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Width,Width,"1,860",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Height,Height,"1,705",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Wheel Base,Wheel Base,2710,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Trunk Size,Trunk Size,117,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Seats,Seats,7,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Traction Type,Traction Type,Front traction,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Number Of Cylinder,Number Of Cylinder,4,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Fuel Tank Capacity,Fuel Tank Capacity,51,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro-Max/50730,"Fri, 25 Sep 2026 12:29:03 GMT",0e58bad5a6c9b4db57407604cdc86f1d9cf4b9124a9e43b42df22bcec5a30654,,,Chery Tiggo 8 Pro Max A/T / Flagship 2027 Prices & Features,,2027,h2:Torque Of Newton,Torque Of Newton,290,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Transmission,Transmission,automatic,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Body Type,Body Type,SUV,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Fuel Type,Fuel Type,gas,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Power,Power,1600,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Turbo,Turbo,Yes,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Speeds,Speeds,6,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Horse power,Horse power,165,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Fuel,Fuel,95,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Max speed,Max speed,206,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Consumption,Consumption,5.7,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Length,Length,"4,447",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Width,Width,"1,841",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Height,Height,"1,615",car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Ground Clearance,Ground Clearance,187,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Wheel Base,Wheel Base,2675,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Trunk Size,Trunk Size,520,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Seats,Seats,5,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Traction Type,Traction Type,Front traction,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Number Of Cylinder,Number Of Cylinder,4,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Fuel Tank Capacity,Fuel Tank Capacity,53,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Torque Of Newton,Torque Of Newton,240,car-details
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008/45521,"Fri, 25 Sep 2026 12:31:08 GMT",f70cb56d2f21b57ad1a3dfdbef3568e059dbe5ae3ab9dbfd195e8ea641c99507,,,Peugeot 3008 A/T / GT Red interior 2024 Prices & Features,,2024,h2:Acceleration,Acceleration,8.9,car-details
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,jsonld:offer_price_egp,offer_price_egp,1775000,json-ld
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,jsonld:fuelType,fuelType,Hybrid,json-ld
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,jsonld:engineDisplacement,engineDisplacement,1500,json-ld
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,jsonld:vehicleTransmission,vehicleTransmission,Automatic,json-ld
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,jsonld:bodyType,bodyType,SUV,json-ld
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,jsonld:assembly_country,assembly_country,China,json-ld
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,1cff89624677,Vehicle Size Class,Compact,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,5bedd1146e88,Body Style,SUV,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,13a10f395a87,Number of Doors,5,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,60199ad52a420993a3e82387,Number of Seats,5,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,2cd960af118a,"Rear Trunk Capacity, Seats Folded (Liter)",1496,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,603647429f57461ab1a74148,Length (mm),4730,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,6036477d9f57461ab1a74149,Width (mm),1910,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,603647a49f57461ab1a7414a,Height (mm),1790,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,6033cae86136e6f66151c687,Wheelbase (mm),2820,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,6033cbc86136e6f66151c688,Ground Clearance (mm),215,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,6244612fba30183d7791942e,Curb Weight (KG),1770,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,624443c0ba30183d77919424,Generation,ٍst1,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,1b9f93607f48,Powertrain Type,Hybrid,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,60199ad52a420993a3e82353,Combined Maximum Power (HP @ RPM),402,spec-table
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/22b6910ddf12,"Fri, 25 Sep 2026 12:32:01 GMT",64fb5b28350bb64bd8c09cabf8712ffd10a8c819a6c1635ded0ac5737aa8ccbe,BAIC,BJ30,,Off road - Hybrid,2026,60199ad52a420993a3e82354,Combined Maximum Torque (N.m @ RPM),680,spec-table
