source,source_url,fetched_at,page_sha256,model_year,title_prefix,trim_raw,engine_cc,official_price,market_price,effective_date,page_updated_label,row_type
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kia/sportage,"Fri, 25 Sep 2026 12:59:49 GMT",db0cf6992266e50644fb7b8c0fb5aab541b7daebbd5931f44eb4e6169ea9c923,2027,Kia Sportage,A/T / Premium,1600 CC,"2,300,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kia/sportage,"Fri, 25 Sep 2026 12:59:49 GMT",db0cf6992266e50644fb7b8c0fb5aab541b7daebbd5931f44eb4e6169ea9c923,2027,Kia Sportage,A/T / GT-line,1600 CC,"2,400,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kia/sportage,"Fri, 25 Sep 2026 12:59:49 GMT",db0cf6992266e50644fb7b8c0fb5aab541b7daebbd5931f44eb4e6169ea9c923,2025,Kia Sportage,A/T / LX,1600 CC,"1,799,900","1,799,900",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kia/sportage,"Fri, 25 Sep 2026 12:59:49 GMT",db0cf6992266e50644fb7b8c0fb5aab541b7daebbd5931f44eb4e6169ea9c923,2025,Kia Sportage,A/T / EX,1600 CC,"1,919,900","1,919,900",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kia/sportage,"Fri, 25 Sep 2026 12:59:49 GMT",db0cf6992266e50644fb7b8c0fb5aab541b7daebbd5931f44eb4e6169ea9c923,2025,Kia Sportage,A/T / Highline,1600 CC,"2,024,900","2,024,900",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kia/sportage,"Fri, 25 Sep 2026 12:59:49 GMT",db0cf6992266e50644fb7b8c0fb5aab541b7daebbd5931f44eb4e6169ea9c923,2025,Kia Sportage,A/T / Top Line,1600 CC,"2,149,900","2,149,900",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/kia/sportage,"Fri, 25 Sep 2026 12:59:49 GMT",db0cf6992266e50644fb7b8c0fb5aab541b7daebbd5931f44eb4e6169ea9c923,2025,Kia Sportage,A/T /  GT-Line,1600 CC,"2,274,900","2,274,900",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,"Fri, 25 Sep 2026 12:59:51 GMT",a35db74cfe2beebaa9ac373f6caa6885ee0d0f1464493cbf56d81bf6d46b2bd3,2026,Mitsubishi Eclipse Cross,A/T / Insport BL,1500 CC,"1,400,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,"Fri, 25 Sep 2026 12:59:51 GMT",a35db74cfe2beebaa9ac373f6caa6885ee0d0f1464493cbf56d81bf6d46b2bd3,2026,Mitsubishi Eclipse Cross,A/T / Insport PLUS - ML PLUS,1500 CC,"1,500,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,"Fri, 25 Sep 2026 12:59:51 GMT",a35db74cfe2beebaa9ac373f6caa6885ee0d0f1464493cbf56d81bf6d46b2bd3,2026,Mitsubishi Eclipse Cross,A/T / Inspire - HL,1500 CC,"1,550,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,"Fri, 25 Sep 2026 12:59:51 GMT",a35db74cfe2beebaa9ac373f6caa6885ee0d0f1464493cbf56d81bf6d46b2bd3,2026,Mitsubishi Eclipse Cross,A/T / Instyle TL,1500 CC,"1,610,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,"Fri, 25 Sep 2026 12:59:51 GMT",a35db74cfe2beebaa9ac373f6caa6885ee0d0f1464493cbf56d81bf6d46b2bd3,2026,Mitsubishi Eclipse Cross,A/T / INFINITY - PL AWD,1500 CC,"1,690,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/moris-garage/MG-HS,"Fri, 25 Sep 2026 12:59:53 GMT",f4a4dcf9eb15852ef0527992952fdf110da88d4f5934798f28ea7b3eb89d5080,2026,MG HS,A/T / Luxury,1500 CC,"1,600,000","1,600,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/opel/Grandland,"Fri, 25 Sep 2026 12:59:55 GMT",80b52d3e0be5006b5075687ef7b7f2ecc1352c7cc480d88de47fe48e70ac5f98,2026,Opel Grandland,A/T / Highline+,1600 CC,"1,849,990","1,849,990",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/opel/Grandland,"Fri, 25 Sep 2026 12:59:55 GMT",80b52d3e0be5006b5075687ef7b7f2ecc1352c7cc480d88de47fe48e70ac5f98,2026,Opel Grandland,A/T / Top Line,1600 CC,"1,949,990","1,949,990",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/opel/Grandland,"Fri, 25 Sep 2026 12:59:55 GMT",80b52d3e0be5006b5075687ef7b7f2ecc1352c7cc480d88de47fe48e70ac5f98,2026,Opel Grandland,A/T / Top Line+,1600 CC,"2,099,990","2,099,990",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008,"Fri, 25 Sep 2026 12:59:57 GMT",2579744952bb7b925556e6be209a37054e1746ebeb0bb0792884feb5f335eb9f,2027,Peugeot 3008,A/T / Allure,1600 CC,"2,099,990",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/3008,"Fri, 25 Sep 2026 12:59:57 GMT",2579744952bb7b925556e6be209a37054e1746ebeb0bb0792884feb5f335eb9f,2027,Peugeot 3008,A/T / GT,1600 CC,"2,399,990",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/5008,"Fri, 25 Sep 2026 12:59:59 GMT",72b2f33966a144bac963a028b925fd025116189b258c65e1a5a766dc98c1b64b,2027,Peugeot 5008,A/T / Allure,1600 CC,"2,274,990",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/peugeot/5008,"Fri, 25 Sep 2026 12:59:59 GMT",72b2f33966a144bac963a028b925fd025116189b258c65e1a5a766dc98c1b64b,2027,Peugeot 5008,A/T / GT,1600 CC,"2,574,990",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/renault/Austral,"Fri, 25 Sep 2026 13:00:02 GMT",c7038bdcb686b7390f33a953ef625f7051bb7a8430a25f01f1436f185e4c12be,2026,Renault Austral,A/T / Evolution,1300 CC,"1,400,000","1,400,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/renault/Austral,"Fri, 25 Sep 2026 13:00:02 GMT",c7038bdcb686b7390f33a953ef625f7051bb7a8430a25f01f1436f185e4c12be,2026,Renault Austral,A/T / Techno,1300 CC,"1,570,000","1,570,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/renault/Austral,"Fri, 25 Sep 2026 13:00:02 GMT",c7038bdcb686b7390f33a953ef625f7051bb7a8430a25f01f1436f185e4c12be,2026,Renault Austral,A/T / Iconic,1300 CC,"1,630,000","1,630,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/renault/Austral,"Fri, 25 Sep 2026 13:00:02 GMT",c7038bdcb686b7390f33a953ef625f7051bb7a8430a25f01f1436f185e4c12be,2026,Renault Austral,A/T /  Esprit Alpine,1300 CC,"1,740,000","1,740,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/renault/Austral,"Fri, 25 Sep 2026 13:00:02 GMT",c7038bdcb686b7390f33a953ef625f7051bb7a8430a25f01f1436f185e4c12be,2026,Renault Austral,A/T / Esprit Alpine / B/E,1300 CC,"1,770,000","1,770,000",,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+06,"Fri, 25 Sep 2026 13:00:04 GMT",7c1b866fab64e01fabce380c94eef14c101516d9405247e2f870872471700d18,2027,Soueast S 06,A/T / Highline,1500 CC,"1,350,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+06,"Fri, 25 Sep 2026 13:00:04 GMT",7c1b866fab64e01fabce380c94eef14c101516d9405247e2f870872471700d18,2027,Soueast S 06,A/T / Premium,1600 CC,"1,485,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+06,"Fri, 25 Sep 2026 13:00:04 GMT",7c1b866fab64e01fabce380c94eef14c101516d9405247e2f870872471700d18,2027,Soueast S 06,A/T / Intellingent (DM-i ),1500 CC,"1,649,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/soueast/S+09,"Fri, 25 Sep 2026 13:00:06 GMT",c27584d6fb5d918d89d011b1b6b9bc1788f818cdddf55fca7f03ef82aff27f45,2027,Soueast S 09,A/T / Premium,1600 CC,"1,600,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/volks-wagen/tiguan,"Fri, 25 Sep 2026 13:00:08 GMT",81a9ab83b6598660a7e5cd0267be70d62186c36054d7daf24df9a393775a6a7f,2026,Volkswagen Tiguan,A/T / R-Line,1400 CC,"2,590,000",,,,
Hatla2ee,https://eg.hatla2ee.com/en/new-car/volks-wagen/tiguan,"Fri, 25 Sep 2026 13:00:08 GMT",81a9ab83b6598660a7e5cd0267be70d62186c36054d7daf24df9a393775a6a7f,2025,Volkswagen Tiguan,A/T / R-Line,1400 CC,"2,350,000","2,350,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/year-2026,"Fri, 25 Sep 2026 13:00:10 GMT",4c5012f8bfcc3096a11620f7aa9fdf6673dfe022fbacceeb66e0da0d6de1f131,2026,,Pro,,"1,575,000","1,800,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/year-2026,"Fri, 25 Sep 2026 13:00:10 GMT",4c5012f8bfcc3096a11620f7aa9fdf6673dfe022fbacceeb66e0da0d6de1f131,2026,,Ultra - Hybrid,,"1,675,000","1,675,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/baic-bj30/year-2026,"Fri, 25 Sep 2026 13:00:10 GMT",4c5012f8bfcc3096a11620f7aa9fdf6673dfe022fbacceeb66e0da0d6de1f131,2026,,Off road - Hybrid,,"1,775,000","1,775,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/chery-tiggo_8_pro_max/year-2027,"Fri, 25 Sep 2026 13:00:14 GMT",64318a075a825a901b3265befa52eeb0367d613557d6ce694e5755e8b2f76de1,2027,,1.6T 6DCT Luxury,,"1,620,000","1,620,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/chery-tiggo_8_pro_max/year-2027,"Fri, 25 Sep 2026 13:00:14 GMT",64318a075a825a901b3265befa52eeb0367d613557d6ce694e5755e8b2f76de1,2027,,1.6T 6DCT Flagship,,"1,720,000","1,720,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/citroen-c5_aircross/year-2027,"Fri, 25 Sep 2026 13:00:17 GMT",a60e90245bc36cdaa02841c677628614233c84075eaa531ba236a0102a2765bc,2027,,Advanced,,"1,695,000","1,900,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/citroen-c5_aircross/year-2027,"Fri, 25 Sep 2026 13:00:17 GMT",a60e90245bc36cdaa02841c677628614233c84075eaa531ba236a0102a2765bc,2027,,Ultimate,,"1,935,000","1,980,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/deepal-s05/year-2026,"Fri, 25 Sep 2026 13:00:18 GMT",70ab11d815dac91daa8519e0e76e8506832bac8873b7939477facc249ff01ce8,2026,,REEV,,"1,599,000","1,700,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/deepal-s05/year-2026,"Fri, 25 Sep 2026 13:00:18 GMT",70ab11d815dac91daa8519e0e76e8506832bac8873b7939477facc249ff01ce8,2026,,BEV,,"1,750,000",Unavailable,,,
ContactCars,https://www.contactcars.com/en/new-cars/haval-h7/year-2026,"Fri, 25 Sep 2026 13:00:20 GMT",f0c3e4ff998e2869dc8fe063db1e02eecbe692b1e1569b3d0428e8f12f44669d,2026,,HEV,,"1,760,000","1,760,000",,,
ContactCars,https://www.contactcars.com/en/new-cars/haval-h7/year-2026,"Fri, 25 Sep 2026 13:00:20 GMT",f0c3e4ff998e2869dc8fe063db1e02eecbe692b1e1569b3d0428e8f12f44669d,2026,,ULTRA BLACK,,"1,850,000","1,850,000",,,
