model_id,model_year,trim_key,source,price_type,change,prev_snapshot,prev_value,prev_status,latest_snapshot,latest_value,latest_status,delta_egp,series
m_000002,,night,egycar,official,UNCHANGED,S4_2026-09-25,2200000,OK,S5_2026-09-25,2200000,OK,,S0_2026-09-10=2200000 S1_2026-09-25=2200000 S2_2026-09-25=2200000 S3_2026-09-25=2200000 S4_2026-09-25=2200000 S5_2026-09-25=2200000
m_000002,,nline,egycar,official,UNCHANGED,S4_2026-09-25,2400000,OK,S5_2026-09-25,2400000,OK,,S0_2026-09-10=2400000 S1_2026-09-25=2400000 S2_2026-09-25=2400000 S3_2026-09-25=2400000 S4_2026-09-25=2400000 S5_2026-09-25=2400000
m_000002,,redline,egycar,official,UNCHANGED,S4_2026-09-25,2050000,OK,S5_2026-09-25,2050000,OK,,S0_2026-09-10=2050000 S1_2026-09-25=2050000 S2_2026-09-25=2050000 S3_2026-09-25=2050000 S4_2026-09-25=2050000 S5_2026-09-25=2050000
m_000002,,redlinenline,egycar,official,UNCHANGED,S4_2026-09-25,2125000,OK,S5_2026-09-25,2125000,OK,,S0_2026-09-10=2125000 S1_2026-09-25=2125000 S2_2026-09-25=2125000 S3_2026-09-25=2125000 S4_2026-09-25=2125000 S5_2026-09-25=2125000
m_000002,,shadow,egycar,official,UNCHANGED,S4_2026-09-25,1800000,OK,S5_2026-09-25,1800000,OK,,S0_2026-09-10=1800000 S1_2026-09-25=1800000 S2_2026-09-25=1800000 S3_2026-09-25=1800000 S4_2026-09-25=1800000 S5_2026-09-25=1800000
m_000002,2025,blackdiamond,hatla2ee,market,UNCHANGED,S4_2026-09-25,1999000,OK,S5_2026-09-25,1999000,OK,,S0_2026-09-10=1999000 S1_2026-09-25=1999000 S2_2026-09-25=1999000 S3_2026-09-25=1999000 S4_2026-09-25=1999000 S5_2026-09-25=1999000
m_000002,2025,blaze,hatla2ee,market,UNCHANGED,S4_2026-09-25,1649000,OK,S5_2026-09-25,1649000,OK,,S0_2026-09-10=1649000 S1_2026-09-25=1649000 S2_2026-09-25=1649000 S3_2026-09-25=1649000 S4_2026-09-25=1649000 S5_2026-09-25=1649000
m_000002,2025,night,hatla2ee,market,UNCHANGED,S4_2026-09-25,1899000,OK,S5_2026-09-25,1899000,OK,,S0_2026-09-10=1899000 S1_2026-09-25=1899000 S2_2026-09-25=1899000 S3_2026-09-25=1899000 S4_2026-09-25=1899000 S5_2026-09-25=1899000
m_000002,2025,nline,hatla2ee,market,UNCHANGED,S4_2026-09-25,2099000,OK,S5_2026-09-25,2099000,OK,,S0_2026-09-10=2099000 S1_2026-09-25=2099000 S2_2026-09-25=2099000 S3_2026-09-25=2099000 S4_2026-09-25=2099000 S5_2026-09-25=2099000
m_000002,2025,redline,hatla2ee,market,UNCHANGED,S4_2026-09-25,1749000,OK,S5_2026-09-25,1749000,OK,,S0_2026-09-10=1749000 S1_2026-09-25=1749000 S2_2026-09-25=1749000 S3_2026-09-25=1749000 S4_2026-09-25=1749000 S5_2026-09-25=1749000
m_000002,2025,shadow,hatla2ee,market,UNCHANGED,S4_2026-09-25,1499000,OK,S5_2026-09-25,1499000,OK,,S0_2026-09-10=1499000 S1_2026-09-25=1499000 S2_2026-09-25=1499000 S3_2026-09-25=1499000 S4_2026-09-25=1499000 S5_2026-09-25=1499000
m_000002,2027,blackdiamond,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000002,2027,blaze,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000002,2027,night,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000002,2027,nline,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000002,2027,redline,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000002,2027,redlinenpack,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000002,2027,shadow,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000002,2025,blackdiamond,hatla2ee,official,UNCHANGED,S4_2026-09-25,1999000,OK,S5_2026-09-25,1999000,OK,,S0_2026-09-10=1999000 S1_2026-09-25=1999000 S2_2026-09-25=1999000 S3_2026-09-25=1999000 S4_2026-09-25=1999000 S5_2026-09-25=1999000
m_000002,2025,blaze,hatla2ee,official,UNCHANGED,S4_2026-09-25,1649000,OK,S5_2026-09-25,1649000,OK,,S0_2026-09-10=1649000 S1_2026-09-25=1649000 S2_2026-09-25=1649000 S3_2026-09-25=1649000 S4_2026-09-25=1649000 S5_2026-09-25=1649000
m_000002,2025,night,hatla2ee,official,UNCHANGED,S4_2026-09-25,1899000,OK,S5_2026-09-25,1899000,OK,,S0_2026-09-10=1899000 S1_2026-09-25=1899000 S2_2026-09-25=1899000 S3_2026-09-25=1899000 S4_2026-09-25=1899000 S5_2026-09-25=1899000
m_000002,2025,nline,hatla2ee,official,UNCHANGED,S4_2026-09-25,2099000,OK,S5_2026-09-25,2099000,OK,,S0_2026-09-10=2099000 S1_2026-09-25=2099000 S2_2026-09-25=2099000 S3_2026-09-25=2099000 S4_2026-09-25=2099000 S5_2026-09-25=2099000
m_000002,2025,redline,hatla2ee,official,UNCHANGED,S4_2026-09-25,1749000,OK,S5_2026-09-25,1749000,OK,,S0_2026-09-10=1749000 S1_2026-09-25=1749000 S2_2026-09-25=1749000 S3_2026-09-25=1749000 S4_2026-09-25=1749000 S5_2026-09-25=1749000
m_000002,2025,shadow,hatla2ee,official,UNCHANGED,S4_2026-09-25,1499000,OK,S5_2026-09-25,1499000,OK,,S0_2026-09-10=1499000 S1_2026-09-25=1499000 S2_2026-09-25=1499000 S3_2026-09-25=1499000 S4_2026-09-25=1499000 S5_2026-09-25=1499000
m_000002,2027,blackdiamond,hatla2ee,official,UNCHANGED,S4_2026-09-25,2275000,OK,S5_2026-09-25,2275000,OK,,S0_2026-09-10=2275000 S1_2026-09-25=2275000 S2_2026-09-25=2275000 S3_2026-09-25=2275000 S4_2026-09-25=2275000 S5_2026-09-25=2275000
m_000002,2027,blaze,hatla2ee,official,UNCHANGED,S4_2026-09-25,1925000,OK,S5_2026-09-25,1925000,OK,,S0_2026-09-10=1925000 S1_2026-09-25=1925000 S2_2026-09-25=1925000 S3_2026-09-25=1925000 S4_2026-09-25=1925000 S5_2026-09-25=1925000
m_000002,2027,night,hatla2ee,official,UNCHANGED,S4_2026-09-25,2175000,OK,S5_2026-09-25,2175000,OK,,S0_2026-09-10=2175000 S1_2026-09-25=2175000 S2_2026-09-25=2175000 S3_2026-09-25=2175000 S4_2026-09-25=2175000 S5_2026-09-25=2175000
m_000002,2027,nline,hatla2ee,official,UNCHANGED,S4_2026-09-25,2375000,OK,S5_2026-09-25,2375000,OK,,S0_2026-09-10=2375000 S1_2026-09-25=2375000 S2_2026-09-25=2375000 S3_2026-09-25=2375000 S4_2026-09-25=2375000 S5_2026-09-25=2375000
m_000002,2027,redline,hatla2ee,official,UNCHANGED,S4_2026-09-25,2025000,OK,S5_2026-09-25,2025000,OK,,S0_2026-09-10=2025000 S1_2026-09-25=2025000 S2_2026-09-25=2025000 S3_2026-09-25=2025000 S4_2026-09-25=2025000 S5_2026-09-25=2025000
m_000002,2027,redlinenpack,hatla2ee,official,UNCHANGED,S4_2026-09-25,2100000,OK,S5_2026-09-25,2100000,OK,,S0_2026-09-10=2100000 S1_2026-09-25=2100000 S2_2026-09-25=2100000 S3_2026-09-25=2100000 S4_2026-09-25=2100000 S5_2026-09-25=2100000
m_000002,2027,shadow,hatla2ee,official,UNCHANGED,S4_2026-09-25,1775000,OK,S5_2026-09-25,1775000,OK,,S0_2026-09-10=1775000 S1_2026-09-25=1775000 S2_2026-09-25=1775000 S3_2026-09-25=1775000 S4_2026-09-25=1775000 S5_2026-09-25=1775000
m_000003,2026,rline,contactcars,market,UNCHANGED,S4_2026-09-25,2620000,OK,S5_2026-09-25,2620000,OK,,S0_2026-09-10=2620000 S1_2026-09-25=2620000 S2_2026-09-25=2620000 S3_2026-09-25=2620000 S4_2026-09-25=2620000 S5_2026-09-25=2620000
m_000003,2026,rline,contactcars,official,UNCHANGED,S4_2026-09-25,2590000,OK,S5_2026-09-25,2590000,OK,,S0_2026-09-10=2590000 S1_2026-09-25=2590000 S2_2026-09-25=2590000 S3_2026-09-25=2590000 S4_2026-09-25=2590000 S5_2026-09-25=2590000
m_000003,2025,rline,hatla2ee,market,UNCHANGED,S4_2026-09-25,2350000,OK,S5_2026-09-25,2350000,OK,,S0_2026-09-10=2350000 S1_2026-09-25=2350000 S2_2026-09-25=2350000 S3_2026-09-25=2350000 S4_2026-09-25=2350000 S5_2026-09-25=2350000
m_000003,2026,rline,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000003,2025,rline,hatla2ee,official,UNCHANGED,S4_2026-09-25,2350000,OK,S5_2026-09-25,2350000,OK,,S0_2026-09-10=2350000 S1_2026-09-25=2350000 S2_2026-09-25=2350000 S3_2026-09-25=2350000 S4_2026-09-25=2350000 S5_2026-09-25=2350000
m_000003,2026,rline,hatla2ee,official,UNCHANGED,S4_2026-09-25,2590000,OK,S5_2026-09-25,2590000,OK,,S0_2026-09-10=2590000 S1_2026-09-25=2590000 S2_2026-09-25=2590000 S3_2026-09-25=2590000 S4_2026-09-25=2590000 S5_2026-09-25=2590000
m_000004,2027,idm,contactcars,market,UNCHANGED,S4_2026-09-25,2320000,OK,S5_2026-09-25,2320000,OK,,S0_2026-09-10=2340000 S1_2026-09-25=2320000 S2_2026-09-25=2320000 S3_2026-09-25=2320000 S4_2026-09-25=2320000 S5_2026-09-25=2320000
m_000004,2027,luxury,contactcars,market,UNCHANGED,S4_2026-09-25,1960000,OK,S5_2026-09-25,1960000,OK,,S0_2026-09-10=1980000 S1_2026-09-25=1960000 S2_2026-09-25=1960000 S3_2026-09-25=1960000 S4_2026-09-25=1960000 S5_2026-09-25=1960000
m_000004,2027,mattcolour,contactcars,market,UNCHANGED,S4_2026-09-25,1960000,OK,S5_2026-09-25,1960000,OK,,S0_2026-09-10=2000000 S1_2026-09-25=1960000 S2_2026-09-25=1960000 S3_2026-09-25=1960000 S4_2026-09-25=1960000 S5_2026-09-25=1960000
m_000004,2027,idm,contactcars,official,UNCHANGED,S4_2026-09-25,2150000,OK,S5_2026-09-25,2150000,OK,,S0_2026-09-10=2150000 S1_2026-09-25=2150000 S2_2026-09-25=2150000 S3_2026-09-25=2150000 S4_2026-09-25=2150000 S5_2026-09-25=2150000
m_000004,2027,luxury,contactcars,official,UNCHANGED,S4_2026-09-25,1900000,OK,S5_2026-09-25,1900000,OK,,S0_2026-09-10=1900000 S1_2026-09-25=1900000 S2_2026-09-25=1900000 S3_2026-09-25=1900000 S4_2026-09-25=1900000 S5_2026-09-25=1900000
m_000004,2027,mattcolour,contactcars,official,UNCHANGED,S4_2026-09-25,1930000,OK,S5_2026-09-25,1930000,OK,,S0_2026-09-10=1930000 S1_2026-09-25=1930000 S2_2026-09-25=1930000 S3_2026-09-25=1930000 S4_2026-09-25=1930000 S5_2026-09-25=1930000
m_000004,2027,luxury,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S4_2026-09-25=None S5_2026-09-25=None
m_000004,2027,luxuryidm,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S4_2026-09-25=None S5_2026-09-25=None
m_000004,2027,mattcolor,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S4_2026-09-25=None S5_2026-09-25=None
m_000004,2027,luxury,hatla2ee,official,UNCHANGED,S4_2026-09-25,1900000,OK,S5_2026-09-25,1900000,OK,,S4_2026-09-25=1900000 S5_2026-09-25=1900000
m_000004,2027,luxuryidm,hatla2ee,official,UNCHANGED,S4_2026-09-25,2150000,OK,S5_2026-09-25,2150000,OK,,S4_2026-09-25=2150000 S5_2026-09-25=2150000
m_000004,2027,mattcolor,hatla2ee,official,UNCHANGED,S4_2026-09-25,1930000,OK,S5_2026-09-25,1930000,OK,,S4_2026-09-25=1930000 S5_2026-09-25=1930000
m_000005,2027,allure,contactcars,market,UNCHANGED,S4_2026-09-25,2200000,OK,S5_2026-09-25,2200000,OK,,S4_2026-09-25=2200000 S5_2026-09-25=2200000
m_000005,2027,gt,contactcars,market,UNCHANGED,S4_2026-09-25,2420000,OK,S5_2026-09-25,2420000,OK,,S4_2026-09-25=2420000 S5_2026-09-25=2420000
m_000005,2027,allure,contactcars,official,UNCHANGED,S4_2026-09-25,2099990,OK,S5_2026-09-25,2099990,OK,,S4_2026-09-25=2099990 S5_2026-09-25=2099990
m_000005,2027,gt,contactcars,official,UNCHANGED,S4_2026-09-25,2399990,OK,S5_2026-09-25,2399990,OK,,S4_2026-09-25=2399990 S5_2026-09-25=2399990
m_000005,2027,allure,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000005,2027,gt,hatla2ee,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000005,2027,allure,hatla2ee,official,UNCHANGED,S4_2026-09-25,2099990,OK,S5_2026-09-25,2099990,OK,,S0_2026-09-10=2099990 S1_2026-09-25=2099990 S2_2026-09-25=2099990 S3_2026-09-25=2099990 S4_2026-09-25=2099990 S5_2026-09-25=2099990
m_000005,2027,gt,hatla2ee,official,UNCHANGED,S4_2026-09-25,2399990,OK,S5_2026-09-25,2399990,OK,,S0_2026-09-10=2399990 S1_2026-09-25=2399990 S2_2026-09-25=2399990 S3_2026-09-25=2399990 S4_2026-09-25=2399990 S5_2026-09-25=2399990
m_000006,2027,nconnecta,contactcars,market,UNCHANGED,S4_2026-09-25,1580000,OK,S5_2026-09-25,1580000,OK,,S0_2026-09-10=1600000 S1_2026-09-25=1580000 S2_2026-09-25=1580000 S3_2026-09-25=1580000 S4_2026-09-25=1580000 S5_2026-09-25=1580000
m_000006,2027,nconnectaplus,contactcars,market,UNCHANGED,S4_2026-09-25,1760000,OK,S5_2026-09-25,1760000,OK,,S0_2026-09-10=1800000 S1_2026-09-25=1760000 S2_2026-09-25=1760000 S3_2026-09-25=1760000 S4_2026-09-25=1760000 S5_2026-09-25=1760000
m_000006,2027,nconnectaplus2t,contactcars,market,UNCHANGED,S4_2026-09-25,1800000,OK,S5_2026-09-25,1800000,OK,,S0_2026-09-10=1780000 S1_2026-09-25=1800000 S2_2026-09-25=1800000 S3_2026-09-25=1800000 S4_2026-09-25=1800000 S5_2026-09-25=1800000
m_000006,2027,ndesignepwr,contactcars,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_AVAILABLE,S5_2026-09-25,,NOT_AVAILABLE,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000006,2027,tekna2t,contactcars,market,UNCHANGED,S4_2026-09-25,1888000,OK,S5_2026-09-25,1888000,OK,,S0_2026-09-10=1888000 S1_2026-09-25=1888000 S2_2026-09-25=1888000 S3_2026-09-25=1888000 S4_2026-09-25=1888000 S5_2026-09-25=1888000
m_000006,2027,teknaplus4wd,contactcars,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_AVAILABLE,S5_2026-09-25,,NOT_AVAILABLE,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000006,2027,nconnecta,contactcars,official,UNCHANGED,S4_2026-09-25,1555000,OK,S5_2026-09-25,1555000,OK,,S0_2026-09-10=1555000 S1_2026-09-25=1555000 S2_2026-09-25=1555000 S3_2026-09-25=1555000 S4_2026-09-25=1555000 S5_2026-09-25=1555000
m_000006,2027,nconnectaplus,contactcars,official,UNCHANGED,S4_2026-09-25,1757000,OK,S5_2026-09-25,1757000,OK,,S0_2026-09-10=1757000 S1_2026-09-25=1757000 S2_2026-09-25=1757000 S3_2026-09-25=1757000 S4_2026-09-25=1757000 S5_2026-09-25=1757000
m_000006,2027,nconnectaplus2t,contactcars,official,UNCHANGED,S4_2026-09-25,1777000,OK,S5_2026-09-25,1777000,OK,,S0_2026-09-10=1777000 S1_2026-09-25=1777000 S2_2026-09-25=1777000 S3_2026-09-25=1777000 S4_2026-09-25=1777000 S5_2026-09-25=1777000
m_000006,2027,ndesignepwr,contactcars,official,UNCHANGED,S4_2026-09-25,1999000,OK,S5_2026-09-25,1999000,OK,,S0_2026-09-10=1999000 S1_2026-09-25=1999000 S2_2026-09-25=1999000 S3_2026-09-25=1999000 S4_2026-09-25=1999000 S5_2026-09-25=1999000
m_000006,2027,tekna2t,contactcars,official,UNCHANGED,S4_2026-09-25,1888000,OK,S5_2026-09-25,1888000,OK,,S0_2026-09-10=1888000 S1_2026-09-25=1888000 S2_2026-09-25=1888000 S3_2026-09-25=1888000 S4_2026-09-25=1888000 S5_2026-09-25=1888000
m_000006,2027,teknaplus4wd,contactcars,official,UNCHANGED,S4_2026-09-25,2068000,OK,S5_2026-09-25,2068000,OK,,S0_2026-09-10=2068000 S1_2026-09-25=2068000 S2_2026-09-25=2068000 S3_2026-09-25=2068000 S4_2026-09-25=2068000 S5_2026-09-25=2068000
m_000006,,epower,egycar,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000006,,nconnecta,egycar,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000006,,nconnectaplus,egycar,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000006,,tekna,egycar,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000006,,teknaplus4wd,egycar,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000006,,epower,egycar,official,UNCHANGED,S4_2026-09-25,2000000,OK,S5_2026-09-25,2000000,OK,,S0_2026-09-10=2000000 S1_2026-09-25=2000000 S2_2026-09-25=2000000 S3_2026-09-25=2000000 S4_2026-09-25=2000000 S5_2026-09-25=2000000
m_000006,,nconnecta,egycar,official,UNCHANGED,S4_2026-09-25,1555000,OK,S5_2026-09-25,1555000,OK,,S0_2026-09-10=1555000 S1_2026-09-25=1555000 S2_2026-09-25=1555000 S3_2026-09-25=1555000 S4_2026-09-25=1555000 S5_2026-09-25=1555000
m_000006,,nconnectaplus,egycar,official,UNCHANGED,S4_2026-09-25,1757000,OK,S5_2026-09-25,1757000,OK,,S0_2026-09-10=1757000 S1_2026-09-25=1757000 S2_2026-09-25=1757000 S3_2026-09-25=1757000 S4_2026-09-25=1757000 S5_2026-09-25=1757000
m_000006,,tekna,egycar,official,UNCHANGED,S4_2026-09-25,1868000,OK,S5_2026-09-25,1868000,OK,,S0_2026-09-10=1868000 S1_2026-09-25=1868000 S2_2026-09-25=1868000 S3_2026-09-25=1868000 S4_2026-09-25=1868000 S5_2026-09-25=1868000
m_000006,,teknaplus4wd,egycar,official,UNCHANGED,S4_2026-09-25,2048000,OK,S5_2026-09-25,2048000,OK,,S0_2026-09-10=2048000 S1_2026-09-25=2048000 S2_2026-09-25=2048000 S3_2026-09-25=2048000 S4_2026-09-25=2048000 S5_2026-09-25=2048000
m_000007,2024,othertrims,contactcars,market,UNCHANGED,S4_2026-09-25,1660000,OK,S5_2026-09-25,1660000,OK,,S0_2026-09-10=1660000 S1_2026-09-25=1660000 S2_2026-09-25=1660000 S3_2026-09-25=1660000 S4_2026-09-25=1660000 S5_2026-09-25=1660000
m_000007,2024,tlplus,contactcars,market,UNCHANGED,S4_2026-09-25,1800000,OK,S5_2026-09-25,1800000,OK,,S0_2026-09-10=1800000 S1_2026-09-25=1800000 S2_2026-09-25=1800000 S3_2026-09-25=1800000 S4_2026-09-25=1800000 S5_2026-09-25=1800000
m_000007,2024,turbohl,contactcars,market,UNCHANGED,S4_2026-09-25,1700000,OK,S5_2026-09-25,1700000,OK,,S0_2026-09-10=1700000 S1_2026-09-25=1700000 S2_2026-09-25=1700000 S3_2026-09-25=1700000 S4_2026-09-25=1700000 S5_2026-09-25=1700000
m_000007,2024,turboxtl,contactcars,market,UNCHANGED,S4_2026-09-25,1600000,OK,S5_2026-09-25,1600000,OK,,S0_2026-09-10=1600000 S1_2026-09-25=1600000 S2_2026-09-25=1600000 S3_2026-09-25=1600000 S4_2026-09-25=1600000 S5_2026-09-25=1600000
m_000007,2025,highlineplus,contactcars,market,UNCHANGED,S4_2026-09-25,2000000,OK,S5_2026-09-25,2000000,OK,,S0_2026-09-10=2000000 S1_2026-09-25=2000000 S2_2026-09-25=2000000 S3_2026-09-25=2000000 S4_2026-09-25=2000000 S5_2026-09-25=2000000
m_000007,2025,tlplus,contactcars,market,UNCHANGED,S4_2026-09-25,1860000,OK,S5_2026-09-25,1860000,OK,,S0_2026-09-10=1860000 S1_2026-09-25=1860000 S2_2026-09-25=1860000 S3_2026-09-25=1860000 S4_2026-09-25=1860000 S5_2026-09-25=1860000
m_000007,2025,topline,contactcars,market,UNCHANGED,S4_2026-09-25,2060000,OK,S5_2026-09-25,2060000,OK,,S0_2026-09-10=2060000 S1_2026-09-25=2060000 S2_2026-09-25=2060000 S3_2026-09-25=2060000 S4_2026-09-25=2060000 S5_2026-09-25=2060000
m_000007,2025,toplineplus,contactcars,market,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000007,2026,highlineplus,contactcars,market,UNCHANGED,S4_2026-09-25,1860000,OK,S5_2026-09-25,1860000,OK,,S0_2026-09-10=1860000 S1_2026-09-25=1860000 S2_2026-09-25=1860000 S3_2026-09-25=1860000 S4_2026-09-25=1860000 S5_2026-09-25=1860000
m_000007,2026,topline,contactcars,market,UNCHANGED,S4_2026-09-25,2100000,OK,S5_2026-09-25,2100000,OK,,S0_2026-09-10=2060000 S1_2026-09-25=2100000 S2_2026-09-25=2100000 S3_2026-09-25=2100000 S4_2026-09-25=2100000 S5_2026-09-25=2100000
m_000007,2026,toplineplus,contactcars,market,UNCHANGED,S4_2026-09-25,2100000,OK,S5_2026-09-25,2100000,OK,,S0_2026-09-10=2100000 S1_2026-09-25=2100000 S2_2026-09-25=2100000 S3_2026-09-25=2100000 S4_2026-09-25=2100000 S5_2026-09-25=2100000
m_000007,2024,othertrims,contactcars,official,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000007,2024,tlplus,contactcars,official,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000007,2024,turbohl,contactcars,official,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000007,2024,turboxtl,contactcars,official,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000007,2025,highlineplus,contactcars,official,UNCHANGED,S4_2026-09-25,1949990,OK,S5_2026-09-25,1949990,OK,,S0_2026-09-10=1949990 S1_2026-09-25=1949990 S2_2026-09-25=1949990 S3_2026-09-25=1949990 S4_2026-09-25=1949990 S5_2026-09-25=1949990
m_000007,2025,tlplus,contactcars,official,UNCHANGED_NON_NUMERIC,S4_2026-09-25,,NOT_PUBLISHED,S5_2026-09-25,,NOT_PUBLISHED,,S0_2026-09-10=None S1_2026-09-25=None S2_2026-09-25=None S3_2026-09-25=None S4_2026-09-25=None S5_2026-09-25=None
m_000007,2025,topline,contactcars,official,UNCHANGED,S4_2026-09-25,2049990,OK,S5_2026-09-25,2049990,OK,,S0_2026-09-10=2049990 S1_2026-09-25=2049990 S2_2026-09-25=2049990 S3_2026-09-25=2049990 S4_2026-09-25=2049990 S5_2026-09-25=2049990
