model_id,model_year,trim_key,source,price_type,change,s0_value,s0_status,s1_value,s1_status,delta_egp
m_000018,2027,evluxury,hatla2ee,market,UNCHANGED_NON_NUMERIC,,NOT_PUBLISHED,,NOT_PUBLISHED,
m_000018,2026,ev,hatla2ee,official,UNCHANGED,1749900,OK,1749900,OK,
m_000018,2027,dmiluxury,hatla2ee,official,UNCHANGED,2149900,OK,2149900,OK,
m_000018,2027,dmiultra,hatla2ee,official,UNCHANGED,1949900,OK,1949900,OK,
m_000018,2027,evluxury,hatla2ee,official,UNCHANGED,1799000,OK,1799000,OK,
m_000019,2027,dm,contactcars,market,CHANGED,1740000,OK,1700000,OK,-40000
m_000019,2027,highline,contactcars,market,CHANGED,1400000,OK,1380000,OK,-20000
m_000019,2027,premium,contactcars,market,CHANGED,1520000,OK,1540000,OK,20000
m_000019,2027,dm,contactcars,official,UNCHANGED,1650000,OK,1650000,OK,
m_000019,2027,highline,contactcars,official,UNCHANGED,1350000,OK,1350000,OK,
m_000019,2027,premium,contactcars,official,UNCHANGED,1485000,OK,1485000,OK,
m_000019,2027,highline,hatla2ee,market,UNCHANGED_NON_NUMERIC,,NOT_PUBLISHED,,NOT_PUBLISHED,
m_000019,2027,intelligentdmi,hatla2ee,market,UNCHANGED_NON_NUMERIC,,NOT_PUBLISHED,,NOT_PUBLISHED,
m_000019,2027,premium,hatla2ee,market,UNCHANGED_NON_NUMERIC,,NOT_PUBLISHED,,NOT_PUBLISHED,
m_000019,2027,highline,hatla2ee,official,UNCHANGED,1350000,OK,1350000,OK,
m_000019,2027,intelligentdmi,hatla2ee,official,UNCHANGED,1649000,OK,1649000,OK,
m_000019,2027,premium,hatla2ee,official,UNCHANGED,1485000,OK,1485000,OK,
m_000020,2026,hev,contactcars,market,UNCHANGED,1640000,OK,1640000,OK,
m_000020,2026,plusluxury,contactcars,market,UNCHANGED,1640000,OK,1640000,OK,
m_000020,2026,hev,contactcars,official,UNCHANGED,1625000,OK,1625000,OK,
m_000020,2026,plusluxury,contactcars,official,UNCHANGED,1525000,OK,1525000,OK,
m_000020,,hev,egycar,market,UNCHANGED_NON_NUMERIC,,NOT_PUBLISHED,,NOT_PUBLISHED,
m_000020,,plusluxury,egycar,market,UNCHANGED_NON_NUMERIC,,NOT_PUBLISHED,,NOT_PUBLISHED,
m_000020,,hev,egycar,official,UNCHANGED,1625000,OK,1625000,OK,
m_000020,,plusluxury,egycar,official,UNCHANGED,1525000,OK,1525000,OK,
m_000021,2026,bev,hatla2ee,market,UNCHANGED_NON_NUMERIC,,NOT_PUBLISHED,,NOT_PUBLISHED,
m_000021,2026,reev,hatla2ee,market,UNCHANGED_NON_NUMERIC,,NOT_PUBLISHED,,NOT_PUBLISHED,
m_000021,2026,bev,hatla2ee,official,UNCHANGED,1750000,OK,1750000,OK,
m_000021,2026,reev,hatla2ee,official,UNCHANGED,1599000,OK,1599000,OK,
m_000022,2027,ultrablack,hatla2ee,market,UNCHANGED_NON_NUMERIC,,NOT_PUBLISHED,,NOT_PUBLISHED,
m_000022,2027,ultrablack,hatla2ee,official,UNCHANGED,1725000,OK,1725000,OK,
m_000023,2026,offroadhybrid,contactcars,market,UNCHANGED,1775000,OK,1775000,OK,
m_000023,2026,pro,contactcars,market,UNCHANGED,1800000,OK,1800000,OK,
m_000023,2026,ultrahybrid,contactcars,market,UNCHANGED,1675000,OK,1675000,OK,
m_000023,2026,offroadhybrid,contactcars,official,UNCHANGED,1775000,OK,1775000,OK,
m_000023,2026,pro,contactcars,official,UNCHANGED,1575000,OK,1575000,OK,
m_000023,2026,ultrahybrid,contactcars,official,UNCHANGED,1675000,OK,1675000,OK,
m_000024,2025,othertrims,contactcars,market,PRICE_STATUS_CHANGE,,NOT_PUBLISHED,1860000,OK,
m_000024,2025,othertrims,contactcars,official,PRICE_STATUS_CHANGE,1848300,OK,,NOT_PUBLISHED,
