entity,canonical_id,canonical_display,alias_raw,match_key,occurrences,origin,method
model,jetour/t1,T1,T1,t1,2,carindex_master.csv,exact_normalized
model,jetour/t2,T2,T2,t2,3,carindex_master.csv,exact_normalized
model,jetour/x70,X70,X70,x70,1,carindex_master.csv,exact_normalized
model,jetour/x70-facelift,X70 - facelift,X70 - facelift,x70facelift,3,carindex_master.csv,exact_normalized
model,jetour/x70-plus-ckd,X70 Plus CKD,X70 Plus CKD,x70plusckd,1,carindex_master.csv,exact_normalized
model,jetour/x90-plus,X90 Plus,X90 Plus,x90plus,1,carindex_master.csv,exact_normalized
model,jmc/boarding,Boarding,Boarding,boarding,1,carindex_master.csv,exact_normalized
model,kaiyi/e5,E5,E5,e5,3,carindex_master.csv,exact_normalized
model,kaiyi/x3,X3,X3,x3,1,carindex_master.csv,exact_normalized
model,kaiyi/x3-pro,X3 Pro,X3 Pro,x3pro,2,carindex_master.csv,exact_normalized
model,kaiyi/x7,X7,X7,x7,2,carindex_master.csv,exact_normalized
model,kgm/actyon,Actyon,Actyon,actyon,2,carindex_master.csv,exact_normalized
model,kgm/torres,Torres,Torres,torres,5,carindex_master.csv,exact_normalized
model,kia/carens,Carens,Carens,carens,1,carindex_master.csv,exact_normalized
model,kia/carnival,Carnival,Carnival,carnival,2,carindex_master.csv,exact_normalized
model,kia/ev3,EV3,EV3,ev3,4,carindex_master.csv,exact_normalized
model,kia/ev5,EV5,EV5,ev5,3,carindex_master.csv,exact_normalized
model,kia/ev6,EV6,EV6,ev6,4,carindex_master.csv,exact_normalized
model,kia/ev9,EV9,EV9,ev9,3,carindex_master.csv,exact_normalized
model,kia/grand-cerato,Grand Cerato,Grand Cerato,grandcerato,5,carindex_master.csv,exact_normalized
model,kia/k3,K3,K3,k3,1,carindex_master.csv,exact_normalized
model,kia/k4,K4,K4,k4,6,carindex_master.csv,exact_normalized
model,kia/seltos,Seltos,Seltos,seltos,6,carindex_master.csv,exact_normalized
model,kia/sorento,Sorento,Sorento,sorento,2,carindex_master.csv,exact_normalized
model,kia/sportage,Sportage,Sportage,sportage,25,carindex_master.csv,exact_normalized
model,kyc/v3,V3,V3,v3,1,carindex_master.csv,exact_normalized
model,land-rover/defender,Defender,Defender,defender,2,carindex_master.csv,exact_normalized
model,land-rover/discovery,Discovery,Discovery,discovery,1,carindex_master.csv,exact_normalized
model,land-rover/discovery-sport,Discovery Sport,Discovery Sport,discoverysport,1,carindex_master.csv,exact_normalized
model,land-rover/new-range-rover,New Range Rover,New Range Rover,newrangerover,1,carindex_master.csv,exact_normalized
model,land-rover/range-rover,Range Rover,Range Rover,rangerover,2,carindex_master.csv,exact_normalized
model,land-rover/range-rover-evoque,Range Rover Evoque,Range Rover Evoque,rangeroverevoque,1,carindex_master.csv,exact_normalized
model,land-rover/range-rover-sport,Range Rover Sport,Range Rover Sport,rangeroversport,1,carindex_master.csv,exact_normalized
model,land-rover/range-rover-vogue,Range Rover Vogue,Range Rover Vogue,rangerovervogue,1,carindex_master.csv,exact_normalized
model,land-rover/velar,Velar,Velar,velar,1,carindex_master.csv,exact_normalized
model,lexus/lx600,LX600,LX600,lx600,1,carindex_master.csv,exact_normalized
model,lexus/rz,RZ,RZ,rz,2,carindex_master.csv,exact_normalized
model,li-auto/l6,L6,L6,l6,1,carindex_master.csv,exact_normalized
model,li-auto/l7,L7,L7,l7,1,carindex_master.csv,exact_normalized
model,li-auto/l9,L9,L9,l9,1,carindex_master.csv,exact_normalized
model,lotus/eletre,Eletre,Eletre,eletre,2,carindex_master.csv,exact_normalized
model,lotus/emeya,Emeya,Emeya,emeya,2,carindex_master.csv,exact_normalized
model,lynk-co/02,02,02,02,1,carindex_master.csv,exact_normalized
model,lynk-co/03,03,03,03,2,carindex_master.csv,exact_normalized
model,lynk-co/06,06,06,06,3,carindex_master.csv,exact_normalized
model,lynk-co/08,08,08,08,2,carindex_master.csv,exact_normalized
model,lynk-co/900,900,900,900,1,carindex_master.csv,exact_normalized
model,maserati/ghibli,Ghibli,Ghibli,ghibli,1,carindex_master.csv,exact_normalized
model,maserati/granturismo,GranTurismo,GranTurismo,granturismo,3,carindex_master.csv,exact_normalized
model,maserati/grecale,Grecale,Grecale,grecale,2,carindex_master.csv,exact_normalized
model,maserati/levante,Levante,Levante,levante,1,carindex_master.csv,exact_normalized
model,mazda/3,3,3,3,6,carindex_master.csv,exact_normalized
model,mazda/cx-3,CX-3,CX 3,cx3,1,carindex_master.csv,exact_normalized
model,mazda/cx-3,CX-3,CX-3,cx3,1,carindex_master.csv,exact_normalized
model,mazda/cx-3,CX-3,Cx 3,cx3,1,carindex_master.csv,exact_normalized
model,mercedes/a-250e,A 250e,A 250e,a250e,1,carindex_master.csv,exact_normalized
model,mercedes/a180,A180,A180,a180,1,carindex_master.csv,exact_normalized
model,mercedes/a200,A200,A200,a200,1,carindex_master.csv,exact_normalized
model,mercedes/amg-gt,AMG GT,AMG GT,amggt,1,carindex_master.csv,exact_normalized
model,mercedes/b-200,B 200,B 200,b200,1,carindex_master.csv,exact_normalized
model,mercedes/c-43-amg,C 43 AMG,C 43 AMG,c43amg,1,carindex_master.csv,exact_normalized
model,mercedes/c180,C180,C180,c180,2,carindex_master.csv,exact_normalized
model,mercedes/c200,C200,C200,c200,1,carindex_master.csv,exact_normalized
model,mercedes/c400,C400,C400,c400,1,carindex_master.csv,exact_normalized
model,mercedes/cla-180,CLA 180,CLA 180,cla180,1,carindex_master.csv,exact_normalized
model,mercedes/cla-200,CLA 200,CLA 200,cla200,1,carindex_master.csv,exact_normalized
model,mercedes/cla-300,CLA 300,CLA 300,cla300,1,carindex_master.csv,exact_normalized
model,mercedes/cla250,CLA250+,CLA250+,cla250,1,carindex_master.csv,exact_normalized
model,mercedes/cle-200,CLE 200,CLE 200,cle200,2,carindex_master.csv,exact_normalized
model,mercedes/cle-300,CLE 300,CLE 300,cle300,1,carindex_master.csv,exact_normalized
model,mercedes/e-cabriolet,E Cabriolet,E Cabriolet,ecabriolet,1,carindex_master.csv,exact_normalized
model,mercedes/e200,E200,E200,e200,3,carindex_master.csv,exact_normalized
model,mercedes/e300,E300,E300,e300,1,carindex_master.csv,exact_normalized
model,mercedes/e350,E350,E350,e350,1,carindex_master.csv,exact_normalized
model,mercedes/eqa-260,EQA 260,EQA 260,eqa260,1,carindex_master.csv,exact_normalized
model,mercedes/eqa250,EQA250+,EQA250+,eqa250,1,carindex_master.csv,exact_normalized
model,mercedes/eqb250,EQB250+,EQB250+,eqb250,1,carindex_master.csv,exact_normalized
model,mercedes/eqe-500,EQE 500,EQE 500,eqe500,1,carindex_master.csv,exact_normalized
model,mercedes/eqe-suv,EQE SUV,EQE SUV,eqesuv,1,carindex_master.csv,exact_normalized
model,mercedes/eqs-suv,EQS SUV,EQS SUV,eqssuv,3,carindex_master.csv,exact_normalized
model,mercedes/g-500,G 500,G 500,g500,1,carindex_master.csv,exact_normalized
model,mercedes/g-63,G 63,G 63,g63,1,carindex_master.csv,exact_normalized
model,mercedes/g580-with-eq-technology,G580 with EQ Technology,G580 with EQ Technology,g580witheqtechnology,1,carindex_master.csv,exact_normalized
model,mercedes/gla-180,GLA 180,GLA 180,gla180,1,carindex_master.csv,exact_normalized
model,mercedes/gla-200,GLA 200,GLA 200,gla200,1,carindex_master.csv,exact_normalized
model,mercedes/glb-200,GLB 200,GLB 200,glb200,1,carindex_master.csv,exact_normalized
model,mercedes/glc-200,GLC 200,GLC 200,glc200,2,carindex_master.csv,exact_normalized
model,mercedes/glc-300,GLC 300,GLC 300,glc300,1,carindex_master.csv,exact_normalized
model,mercedes/glc-300-coupe,GLC 300 Coupe,GLC 300 Coupe,glc300coupe,1,carindex_master.csv,exact_normalized
model,mercedes/glc-400,GLC 400,GLC 400,glc400,1,carindex_master.csv,exact_normalized
model,mercedes/glc-43,GLC 43,GLC 43,glc43,1,carindex_master.csv,exact_normalized
model,mercedes/gle-450,GLE 450,GLE 450,gle450,1,carindex_master.csv,exact_normalized
model,mercedes/gle-53,GLE 53,GLE 53,gle53,1,carindex_master.csv,exact_normalized
model,mercedes/gls-580,GLS 580,GLS 580,gls580,1,carindex_master.csv,exact_normalized
model,mercedes/gt53,GT53,GT53,gt53,1,carindex_master.csv,exact_normalized
model,mercedes/maybach-s-580,Maybach S 580,Maybach S 580,maybachs580,1,carindex_master.csv,exact_normalized
model,mercedes/s450,S450,S450,s450,1,carindex_master.csv,exact_normalized
model,mercedes/s500,S500,S500,s500,1,carindex_master.csv,exact_normalized
model,mercedes/s580,S580,S580,s580,1,carindex_master.csv,exact_normalized
model,mercedes/s63,S63,S63,s63,1,carindex_master.csv,exact_normalized
model,mercedes/sl55-amg,SL55 AMG,SL55 AMG,sl55amg,1,carindex_master.csv,exact_normalized
model,mercedes/v300,V300,V300,v300,1,carindex_master.csv,exact_normalized
model,mg/4,4,4,4,3,carindex_master.csv,exact_normalized
model,mg/5,5,5,5,5,carindex_master.csv,exact_normalized
model,mg/6,6,6,6,2,carindex_master.csv,exact_normalized
model,mg/7,7,7,7,5,carindex_master.csv,exact_normalized
model,mg/cyberster,Cyberster,Cyberster,cyberster,3,carindex_master.csv,exact_normalized
model,mg/g50-plus,G50 Plus,G50 Plus,g50plus,3,carindex_master.csv,exact_normalized
model,mg/gt,GT,GT,gt,5,carindex_master.csv,exact_normalized
model,mg/hs,HS,HS,hs,6,carindex_master.csv,exact_normalized
model,mg/one,One,One,one,3,carindex_master.csv,exact_normalized
model,mg/rx5,RX5,RX5,rx5,1,carindex_master.csv,exact_normalized
model,mg/rx5-plus,RX5 Plus,RX5 Plus,rx5plus,2,carindex_master.csv,exact_normalized
model,mg/rx9,RX9,RX9,rx9,3,carindex_master.csv,exact_normalized
model,mg/zs,ZS,ZS,zs,6,carindex_master.csv,exact_normalized
model,mhero/1,1,1,1,1,carindex_master.csv,exact_normalized
model,mini/cooper,Cooper,Cooper,cooper,12,carindex_master.csv,exact_normalized
model,mini/countryman,Countryman,Countryman,countryman,12,carindex_master.csv,exact_normalized
model,mitsubishi/attrage,Attrage,Attrage,attrage,1,carindex_master.csv,exact_normalized
model,mitsubishi/destinator,Destinator,Destinator,destinator,3,carindex_master.csv,exact_normalized
model,mitsubishi/eclipse-cross,Eclipse Cross,Eclipse Cross,eclipsecross,5,carindex_master.csv,exact_normalized
model,mitsubishi/l200,L200,L200,l200,1,carindex_master.csv,exact_normalized
model,mitsubishi/mirage,Mirage,Mirage,mirage,1,carindex_master.csv,exact_normalized
model,mitsubishi/outlander,Outlander,Outlander,outlander,1,carindex_master.csv,exact_normalized
model,mitsubishi/outlander-sport,Outlander Sport,Outlander Sport,outlandersport,5,carindex_master.csv,exact_normalized
model,mitsubishi/pajero-sport,Pajero Sport,Pajero Sport,pajerosport,1,carindex_master.csv,exact_normalized
model,mitsubishi/xpander,Xpander,Xpander,xpander,5,carindex_master.csv,exact_normalized
model,nissan/armada,Armada,Armada,armada,1,carindex_master.csv,exact_normalized
model,nissan/juke,Juke,Juke,juke,10,carindex_master.csv,exact_normalized
model,nissan/magnite,Magnite,Magnite,magnite,9,carindex_master.csv,exact_normalized
model,nissan/n7,N7,N7,n7,1,carindex_master.csv,exact_normalized
model,nissan/navara,Navara,Navara,navara,5,carindex_master.csv,exact_normalized
model,nissan/patrol,Patrol,Patrol,patrol,9,carindex_master.csv,exact_normalized
model,nissan/qashqai,Qashqai,Qashqai,qashqai,12,carindex_master.csv,exact_normalized
model,nissan/sentra,Sentra,Sentra,sentra,3,carindex_master.csv,exact_normalized
model,nissan/sunny,Sunny,Sunny,sunny,10,carindex_master.csv,exact_normalized
model,nissan/x-trail,X-Trail,X-Trail,xtrail,7,carindex_master.csv,exact_normalized
model,omoda/c5,C5,C5,c5,1,carindex_master.csv,exact_normalized
model,opel/corsa,Corsa,Corsa,corsa,1,carindex_master.csv,exact_normalized
model,opel/crossland,Crossland,Crossland,crossland,1,carindex_master.csv,exact_normalized
model,opel/frontera,Frontera,Frontera,frontera,1,carindex_master.csv,exact_normalized
model,opel/grandland,Grandland,Grand Land,grandland,11,carindex_master.csv,exact_normalized
model,opel/grandland,Grandland,Grandland,grandland,3,carindex_master.csv,exact_normalized
model,opel/mokka,Mokka,Mokka,mokka,1,carindex_master.csv,exact_normalized
model,opel/vectra,Vectra,Vectra,vectra,1,carindex_master.csv,exact_normalized
model,peugeot/2008,2008,2008,2008,2,carindex_master.csv,exact_normalized
model,peugeot/3008,3008,3008,3008,2,carindex_master.csv,exact_normalized
model,peugeot/408,408,408,408,4,carindex_master.csv,exact_normalized
model,peugeot/5008,5008,5008,5008,2,carindex_master.csv,exact_normalized
model,porsche/718,718,718,718,18,carindex_master.csv,exact_normalized
model,porsche/718-cayman-gts,718 Cayman GTS,718 Cayman GTS,718caymangts,1,carindex_master.csv,exact_normalized
model,porsche/911,911,911,911,8,carindex_master.csv,exact_normalized
model,porsche/911-carrera,911 Carrera,911 Carrera,911carrera,8,carindex_master.csv,exact_normalized
model,porsche/911-gt3,911 GT3,911 GT3,911gt3,3,carindex_master.csv,exact_normalized
model,porsche/911-turbo,911 Turbo,911 Turbo,911turbo,4,carindex_master.csv,exact_normalized
model,porsche/cayenne,Cayenne,Cayenne,cayenne,11,carindex_master.csv,exact_normalized
model,porsche/cayenne-coupe,Cayenne Coupe,Cayenne Coupe,cayennecoupe,5,carindex_master.csv,exact_normalized
model,porsche/macan,Macan,Macan,macan,7,carindex_master.csv,exact_normalized
model,porsche/macan-electric,Macan Electric,Macan Electric,macanelectric,4,carindex_master.csv,exact_normalized
model,porsche/panamera,Panamera,Panamera,panamera,14,carindex_master.csv,exact_normalized
model,porsche/targa,Targa,Targa,targa,2,carindex_master.csv,exact_normalized
model,porsche/taycan,Taycan,Taycan,taycan,17,carindex_master.csv,exact_normalized
model,proton/saga,Saga,Saga,saga,2,carindex_master.csv,exact_normalized
model,range-rover/evoque,Evoque,Evoque,evoque,1,carindex_master.csv,exact_normalized
model,rehigh/rh6,RH6,RH6,rh6,2,carindex_master.csv,exact_normalized
model,rely/r8,R8,R8,r8,2,carindex_master.csv,exact_normalized
model,renault/austral,Austral,Austral,austral,9,carindex_master.csv,exact_normalized
model,renault/duster,Duster,Duster,duster,6,carindex_master.csv,exact_normalized
model,renault/kardian,Kardian,Kardian,kardian,6,carindex_master.csv,exact_normalized
model,renault/megane,Megane,Megane,megane,6,carindex_master.csv,exact_normalized
model,renault/sandero,Sandero,Sandero,sandero,1,carindex_master.csv,exact_normalized
model,renault/sandero-stepway,Sandero Stepway,Sandero Stepway,sanderostepway,1,carindex_master.csv,exact_normalized
model,renault/taliant,Taliant,Taliant,taliant,4,carindex_master.csv,exact_normalized
model,rolls-royce/cullinan,Cullinan,Cullinan,cullinan,1,carindex_master.csv,exact_normalized
model,rolls-royce/spectre,Spectre,Spectre,spectre,1,carindex_master.csv,exact_normalized
model,rox/01,01,01,01,6,carindex_master.csv,exact_normalized
model,rox/adamas,Adamas,Adamas,adamas,3,carindex_master.csv,exact_normalized
model,sandstorm/s24,S24,S24,s24,1,carindex_master.csv,exact_normalized
model,seat/arona,Arona,Arona,arona,2,carindex_master.csv,exact_normalized
model,seat/ateca,Ateca,Ateca,ateca,1,carindex_master.csv,exact_normalized
model,seat/ibiza,Ibiza,Ibiza,ibiza,5,carindex_master.csv,exact_normalized
model,seat/leon,Leon,Leon,leon,1,carindex_master.csv,exact_normalized
model,shineray/x30,X30,X30,x30,1,carindex_master.csv,exact_normalized
model,skoda/karoq,KAROQ,KAROQ,karoq,2,carindex_master.csv,exact_normalized
model,skoda/kodiaq,KODIAQ,KODIAQ,kodiaq,10,carindex_master.csv,exact_normalized
model,skoda/octavia,Octavia,Octavia,octavia,6,carindex_master.csv,exact_normalized
model,skoda/octavia-a8,Octavia A8,Octavia A8,octaviaa8,1,carindex_master.csv,exact_normalized
model,skoda/superb,Superb,Superb,superb,6,carindex_master.csv,exact_normalized
model,smart/1,1,1,1,4,carindex_master.csv,exact_normalized
model,smart/3,3,3,3,3,carindex_master.csv,exact_normalized
model,smart/5,5,5,5,3,carindex_master.csv,exact_normalized
model,smart/hashtag-1,Hashtag 1,Hashtag 1,hashtag1,4,carindex_master.csv,exact_normalized
model,smart/hashtag-3,Hashtag 3,Hashtag 3,hashtag3,3,carindex_master.csv,exact_normalized
model,soueast/s-05,S 05,S 05,s05,3,carindex_master.csv,exact_normalized
model,soueast/s-06,S 06,S 06,s06,7,carindex_master.csv,exact_normalized
model,soueast/s-07,S 07,S 07,s07,5,carindex_master.csv,exact_normalized
model,soueast/s-08-dm,S 08 DM,S 08 DM,s08dm,1,carindex_master.csv,exact_normalized
model,soueast/s-09,S 09,S 09,s09,3,carindex_master.csv,exact_normalized
model,soueast/s08,S08,S08,s08,2,carindex_master.csv,exact_normalized
model,speranza/tiggo,Tiggo,Tiggo,tiggo,1,carindex_master.csv,exact_normalized
model,subaru/crosstrek,Crosstrek,Crosstrek,crosstrek,1,carindex_master.csv,exact_normalized
model,subaru/forester,Forester,Forester,forester,1,carindex_master.csv,exact_normalized
model,subaru/xv-crosstrek,XV Crosstrek,XV Crosstrek,xvcrosstrek,1,carindex_master.csv,exact_normalized
model,suzuki/alto,Alto,Alto,alto,1,carindex_master.csv,exact_normalized
model,suzuki/baleno,Baleno,Baleno,baleno,1,carindex_master.csv,exact_normalized
model,suzuki/celerio,Celerio,Celerio,celerio,1,carindex_master.csv,exact_normalized
model,suzuki/ciaz,Ciaz,Ciaz,ciaz,1,carindex_master.csv,exact_normalized
model,suzuki/ertiga,Ertiga,Ertiga,ertiga,1,carindex_master.csv,exact_normalized
model,suzuki/fronx,Fronx,Fronx,fronx,1,carindex_master.csv,exact_normalized
model,suzuki/jimny,Jimny,Jimny,jimny,1,carindex_master.csv,exact_normalized
model,suzuki/s-presso,S-Presso,S-Presso,spresso,1,carindex_master.csv,exact_normalized
model,suzuki/swift,Swift,Swift,swift,2,carindex_master.csv,exact_normalized
model,suzuki/swift-dzire,Swift Dzire,Swift Dzire,swiftdzire,1,carindex_master.csv,exact_normalized
model,tesla/cybertruck,Cybertruck,Cybertruck,cybertruck,1,carindex_master.csv,exact_normalized
model,tesla/model-y,Model Y,Model Y,modely,1,carindex_master.csv,exact_normalized
model,toyota/bz4x,bZ4X,bZ4X,bz4x,6,carindex_master.csv,exact_normalized
model,toyota/corolla,Corolla,Corolla,corolla,30,carindex_master.csv,exact_normalized
model,toyota/fortuner,Fortuner,Fortuner,fortuner,3,carindex_master.csv,exact_normalized
model,toyota/hiace,Hiace,Hiace,hiace,1,carindex_master.csv,exact_normalized
model,toyota/hilux,Hilux,Hilux,hilux,2,carindex_master.csv,exact_normalized
model,toyota/land-cruiser,Land Cruiser,Land Cruiser,landcruiser,1,carindex_master.csv,exact_normalized
model,toyota/tamaraw,Tamaraw,Tamaraw,tamaraw,1,carindex_master.csv,exact_normalized
model,toyota/urban-cruiser,Urban Cruiser,Urban Cruiser,urbancruiser,4,carindex_master.csv,exact_normalized
model,vgv/u70-pro,U70 Pro,U70 Pro,u70pro,2,carindex_master.csv,exact_normalized
model,vgv/u70p-plus,U70P Plus,U70 P plus,u70pplus,1,carindex_master.csv,exact_normalized
model,vgv/u70p-plus,U70P Plus,U70P Plus,u70pplus,1,carindex_master.csv,exact_normalized
model,vgv/u70pro-plus,U70Pro Plus,U70Pro Plus,u70proplus,2,carindex_master.csv,exact_normalized
model,volkswagen/golf,Golf,Golf,golf,2,carindex_master.csv,exact_normalized
model,volkswagen/id-4,ID.4,ID.4,id4,1,carindex_master.csv,exact_normalized
model,volkswagen/id-4-crozz,ID.4 Crozz,ID.4 Crozz,id4crozz,1,carindex_master.csv,exact_normalized
model,volkswagen/id-6-crozz,ID.6 Crozz,ID.6 Crozz,id6crozz,1,carindex_master.csv,exact_normalized
model,volkswagen/id-era-9x,ID-ERA 9X,ID-ERA 9X,idera9x,1,carindex_master.csv,exact_normalized
model,volkswagen/id7,id7,id7,id7,1,carindex_master.csv,exact_normalized
model,volkswagen/passat,Passat,Passat,passat,1,carindex_master.csv,exact_normalized
model,volkswagen/t-roc,T-Roc,T-Roc,troc,2,carindex_master.csv,exact_normalized
model,volkswagen/tayron,Tayron,Tayron,tayron,2,carindex_master.csv,exact_normalized
model,volkswagen/tiguan,Tiguan,Tiguan,tiguan,3,carindex_master.csv,exact_normalized
model,volkswagen/touareg,Touareg,Touareg,touareg,2,carindex_master.csv,exact_normalized
model,volvo/es90,ES90,ES 90,es90,1,carindex_master.csv,exact_normalized
model,volvo/es90,ES90,ES 90 / ES90,es90es90,1,vehicle_candidates.csv,slash_alias_same_model
model,volvo/es90,ES90,ES90,es90,1,carindex_master.csv,exact_normalized
model,volvo/ex30,EX30,EX30,ex30,6,carindex_master.csv,exact_normalized
model,volvo/ex90,EX90,EX90,ex90,2,carindex_master.csv,exact_normalized
model,volvo/xc-40,XC 40,XC 40,xc40,4,carindex_master.csv,exact_normalized
model,volvo/xc60,XC60,XC 60,xc60,3,carindex_master.csv,exact_normalized
model,volvo/xc60,XC60,XC60,xc60,3,carindex_master.csv,exact_normalized
model,volvo/xc60,XC60,XC60 / XC 60,xc60xc60,1,vehicle_candidates.csv,slash_alias_same_model
model,volvo/xc90,XC90,XC 90,xc90,1,carindex_master.csv,exact_normalized
model,volvo/xc90,XC90,XC90,xc90,1,carindex_master.csv,exact_normalized
model,volvo/xc90,XC90,XC90 / XC 90,xc90xc90,1,vehicle_candidates.csv,slash_alias_same_model
model,voyah/dream,Dream,Dream,dream,2,carindex_master.csv,exact_normalized
model,voyah/free,Free,Free,free,2,carindex_master.csv,exact_normalized
model,voyah/passion,Passion,Passion,passion,1,carindex_master.csv,exact_normalized
model,wingamm/oasi-540,Oasi 540,Oasi 540,oasi540,1,carindex_master.csv,exact_normalized
model,xiaomi/su7,SU7,SU7,su7,1,carindex_master.csv,exact_normalized
model,xiaomi/yu7,YU7,YU7,yu7,1,carindex_master.csv,exact_normalized
model,xpeng/g6,G6,G6,g6,1,carindex_master.csv,exact_normalized
model,xpeng/g7,G7,G7,g7,1,carindex_master.csv,exact_normalized
model,xpeng/g9,G9,G9,g9,3,carindex_master.csv,exact_normalized
model,xpeng/gx,GX,GX,gx,1,carindex_master.csv,exact_normalized
model,xpeng/m03,M03,M03,m03,2,carindex_master.csv,exact_normalized
model,xpeng/mona-l03,Mona L03,Mona L03,monal03,1,carindex_master.csv,exact_normalized
model,xpeng/p7,P7,P7,p7,1,carindex_master.csv,exact_normalized
model,xpeng/x9,X9,X9,x9,1,carindex_master.csv,exact_normalized
model,zeekr/001,001,001,001,3,carindex_master.csv,exact_normalized
model,zeekr/007,007,007,007,1,carindex_master.csv,exact_normalized
model,zeekr/7x,7X,7X,7x,3,carindex_master.csv,exact_normalized
model,zeekr/9x,9X,9X,9x,1,carindex_master.csv,exact_normalized
model,zeekr/x,X,X,x,2,carindex_master.csv,exact_normalized
