row_fingerprint,master_line,source,brand_raw,model_raw,trim_raw,model_year_raw,brand_id,model_id,method,trim_key,is_summary_row
a265a0117697,204,ContactCars,Hyundai,IONIQ 9,Caligraphy,2026,hyundai,hyundai/ioniq-9,exact_normalized,caligraphy,no
28b759dbd535,205,ContactCars,Hyundai,Staria,Base (single trim),2025,hyundai,hyundai/staria,exact_normalized,basesingletrim,no
04e7b0858e09,206,ContactCars,Chevrolet,Optra,LS,2026,chevrolet,chevrolet/optra,exact_normalized,ls,no
2df04378c430,207,ContactCars,Chevrolet,Optra,LT,2026,chevrolet,chevrolet/optra,exact_normalized,lt,no
29bb0f64eff5,208,ContactCars,Chevrolet,Optra,LS,2027,chevrolet,chevrolet/optra,exact_normalized,ls,no
9697ad5deeac,209,ContactCars,Chevrolet,Optra,LT,2027,chevrolet,chevrolet/optra,exact_normalized,lt,no
75d0f8c852a4,210,EgyCar,Chevrolet,Optra,LS,2027,chevrolet,chevrolet/optra,exact_normalized,ls,no
3862ca67ebd6,211,EgyCar,Chevrolet,Optra,LT,2027,chevrolet,chevrolet/optra,exact_normalized,lt,no
66bbe54fc9b6,212,ContactCars,Chevrolet,Captiva,LV3 (7 Seats),2026,chevrolet,chevrolet/captiva,exact_normalized,lv37seats,no
3eb883dfcd7c,213,EgyCar,Chevrolet,Captiva,Premier 7 Seats,2026,chevrolet,chevrolet/captiva,exact_normalized,premier7seats,no
130802417c0f,214,ContactCars,Chevrolet,Captiva EV,Premier,2026,chevrolet,chevrolet/captiva-ev,exact_normalized,premier,no
c5c8a6611dea,215,ContactCars(classified),Chevrolet,Malibu,1.5 A/T Turbo Premier,2022 (sold as New),chevrolet,chevrolet/malibu,exact_normalized,15atturbopremier,no
73ccf4eb2768,216,ContactCars,Chevrolet,N300,Base (single trim),2025,chevrolet,chevrolet/n300,exact_normalized,basesingletrim,no
e64bb8c6196e,217,ContactCars,Chevrolet,Spark EUV,Base (single trim),2026,chevrolet,chevrolet/spark-euv,exact_normalized,basesingletrim,no
ababc60bf9c3,218,ContactCars,Chevrolet,TFR,Base (single trim),2026,chevrolet,chevrolet/tfr,exact_normalized,basesingletrim,no
cd9ae39269f8,219,ContactCars,Chevrolet,Jumbo NPR,Base (single trim),2027,chevrolet,chevrolet/jumbo-npr,exact_normalized,basesingletrim,no
17432e4cb675,220,ContactCars,Chevrolet,NQR,Base (single trim),2027,chevrolet,chevrolet/nqr,exact_normalized,basesingletrim,no
39693b39c19d,221,ContactCars,Chevrolet,S10 Max,Base (single trim),2026,chevrolet,chevrolet/s10-max,exact_normalized,basesingletrim,no
7c9c8df5ab22,222,ContactCars,Kia,Sportage,LX,2026,kia,kia/sportage,exact_normalized,lx,no
96d62741eee9,223,ContactCars,Kia,Sportage,EX,2026,kia,kia/sportage,exact_normalized,ex,no
fe95ed60d3d7,224,ContactCars,Kia,Sportage,Highline,2026,kia,kia/sportage,exact_normalized,highline,no
480c980267aa,225,ContactCars,Kia,Sportage,Premium,2026,kia,kia/sportage,exact_normalized,premium,no
956c41bf2935,226,ContactCars,Kia,Sportage,GT Line,2026,kia,kia/sportage,exact_normalized,gtline,no
b45a8e0113de,227,ContactCars,Kia,Sportage,LX,2027,kia,kia/sportage,exact_normalized,lx,no
7fdc77357823,228,ContactCars,Kia,Sportage,EX,2027,kia,kia/sportage,exact_normalized,ex,no
f60eb87a3b26,229,ContactCars,Kia,Sportage,Highline,2027,kia,kia/sportage,exact_normalized,highline,no
7489f104ef85,230,ContactCars,Kia,Sportage,Premium,2027,kia,kia/sportage,exact_normalized,premium,no
ade8ee151dd7,231,ContactCars,Kia,Sportage,GT-line,2027,kia,kia/sportage,exact_normalized,gtline,no
c3ed85b5ce56,232,EgyCar,Kia,Sportage,LX,2027,kia,kia/sportage,exact_normalized,lx,no
4bc973feaf54,233,EgyCar,Kia,Sportage,EX,2027,kia,kia/sportage,exact_normalized,ex,no
29f9f98f8a4d,234,EgyCar,Kia,Sportage,Highline,2027,kia,kia/sportage,exact_normalized,highline,no
5f60be760eec,235,EgyCar,Kia,Sportage,Premium,2027,kia,kia/sportage,exact_normalized,premium,no
9fcf08e5e740,236,EgyCar,Kia,Sportage,GT Line,2027,kia,kia/sportage,exact_normalized,gtline,no
75caf35dfd6e,237,Hatla2ee,Kia,Sportage,LX,2027,kia,kia/sportage,exact_normalized,lx,no
319de13646c5,238,Hatla2ee,Kia,Sportage,EX,2027,kia,kia/sportage,exact_normalized,ex,no
1f1e5cd9cf2c,239,Hatla2ee,Kia,Sportage,Highline,2027,kia,kia/sportage,exact_normalized,highline,no
83ea7f685587,240,Hatla2ee,Kia,Sportage,Premium,2027,kia,kia/sportage,exact_normalized,premium,no
eceb46ec3866,241,Hatla2ee,Kia,Sportage,GT-line,2027,kia,kia/sportage,exact_normalized,gtline,no
fa052a5a029d,242,Hatla2ee,Kia,Sportage,LX,2025,kia,kia/sportage,exact_normalized,lx,no
e2da04ea7628,243,Hatla2ee,Kia,Sportage,EX,2025,kia,kia/sportage,exact_normalized,ex,no
d02d8c7e453c,244,Hatla2ee,Kia,Sportage,Highline,2025,kia,kia/sportage,exact_normalized,highline,no
2d942bebad39,245,Hatla2ee,Kia,Sportage,Top Line,2025,kia,kia/sportage,exact_normalized,topline,no
09594e9e72ba,246,Hatla2ee,Kia,Sportage,GT-Line,2025,kia,kia/sportage,exact_normalized,gtline,no
f3da321443b6,247,ContactCars,Kia,Seltos,EX,2026,kia,kia/seltos,exact_normalized,ex,no
93805fc3e928,248,ContactCars,Kia,Seltos,Highline Turbo,2026,kia,kia/seltos,exact_normalized,highlineturbo,no
389b540a973f,249,ContactCars,Kia,Seltos,Topline Turbo,2026,kia,kia/seltos,exact_normalized,toplineturbo,no
ab2c23e1b35e,250,EgyCar,Kia,Seltos,EX,2026,kia,kia/seltos,exact_normalized,ex,no
187b69d234e3,251,EgyCar,Kia,Seltos,Highline Turbo,2026,kia,kia/seltos,exact_normalized,highlineturbo,no
df469a3b2ccb,252,EgyCar,Kia,Seltos,Topline Turbo,2026,kia,kia/seltos,exact_normalized,toplineturbo,no
3eab8df9b33d,253,ContactCars(classified),Kia,Grand Cerato,1.6 A/T LX FO,2024 (sold as New),kia,kia/grand-cerato,exact_normalized,16atlxfo,no
20b5f4495511,254,ContactCars(pricetable),Kia,Grand Cerato,1.6 A/T LX FO,2024,kia,kia/grand-cerato,exact_normalized,16atlxfo,yes
6dc7aefb1bfd,255,ContactCars(pricetable),Kia,Grand Cerato,1.6 A/T EX CAM,2024,kia,kia/grand-cerato,exact_normalized,16atexcam,yes
a007e78cf720,256,ContactCars(pricetable),Kia,Grand Cerato,1.6 A/T H/L,2024,kia,kia/grand-cerato,exact_normalized,16athl,yes
70b4a0e91d8e,257,ContactCars(pricetable),Kia,Grand Cerato,Other Trims,2024,kia,kia/grand-cerato,exact_normalized,othertrims,yes
d6f768cad623,258,ContactCars,Kia,EV3,GT Line,2026,kia,kia/ev3,exact_normalized,gtline,no
f1e0ba3167b7,259,ContactCars,Kia,EV5,Earth,2025,kia,kia/ev5,exact_normalized,earth,no
9f8b988732f4,260,ContactCars,Kia,EV6,Earth,2025,kia,kia/ev6,exact_normalized,earth,no
f038392e0bc5,261,ContactCars,Kia,EV6,GT Line,2025,kia,kia/ev6,exact_normalized,gtline,no
41571b58aabb,262,ContactCars,Kia,EV6,Base (single trim),2026,kia,kia/ev6,exact_normalized,basesingletrim,no
8311407a4669,263,ContactCars,Kia,Sorento,Base (single trim),2026,kia,kia/sorento,exact_normalized,basesingletrim,no
6b5fbf7e1cc8,264,ContactCars,Kia,EV9,GT Line 7 Seats,2025,kia,kia/ev9,exact_normalized,gtline7seats,no
3a61348c581e,265,ContactCars,Kia,EV9,GT Line 6 Seats Swivelling,2025,kia,kia/ev9,exact_normalized,gtline6seatsswivelling,no
f69a6bcb2dcb,266,ContactCars,Kia,Carnival,Base (single trim),2026,kia,kia/carnival,exact_normalized,basesingletrim,no
dd8bade4f27b,267,ContactCars(classified),BYD,Seal,Unspecified,2025,byd,byd/seal,exact_normalized,unspecified,no
f4fb1e341f72,268,ContactCars,BYD,Seal,Other Trims,2025,byd,byd/seal,exact_normalized,othertrims,no
c2ce297cea1f,269,ContactCars(classified),BYD,Atto 8,Ultra,2026,byd,byd/atto-8,exact_normalized,ultra,no
2142fe5ae480,270,ContactCars(classified),BYD,Sealion 6,Unspecified,2025,byd,byd/sealion-6,exact_normalized,unspecified,no
b1e33cbee402,271,ContactCars(classified),BYD,Shark 6 DMO,Unspecified,2027,byd,byd/shark-6-dmo,exact_normalized,unspecified,no
180c269d0539,272,ContactCars(classified),BYD,Song L,662 Km Excellent,2024 (sold as New),byd,byd/song-l,exact_normalized,662kmexcellent,no
40c6b77cee93,273,ContactCars(classified),BYD,Dolphin Surf,Unspecified,2027,byd,byd/dolphin-surf,exact_normalized,unspecified,no
821e1d1028b1,274,EgyCar,BYD,Atto 8,Design,2026,byd,byd/atto-8,exact_normalized,design,no
368e78eb466a,275,EgyCar,BYD,Sealion 5,Ultra,2026,byd,byd/sealion-5,exact_normalized,ultra,no
75b9078026ae,276,EgyCar,BYD,Sealion 5,Luxury,2026,byd,byd/sealion-5,exact_normalized,luxury,no
36c5068319eb,277,Hatla2ee,BYD,F3,Manual,2025,byd,byd/f3,exact_normalized,manual,no
34e8e77f7aa4,278,Hatla2ee,BYD,F3,Automatic,2025,byd,byd/f3,exact_normalized,automatic,no
f28604ac233d,279,Hatla2ee,BYD,Dolphin Surf,Automatic,2027,byd,byd/dolphin-surf,exact_normalized,automatic,no
fd5cd8c5ec2e,280,Hatla2ee,BYD,Sealion 6,EV,2026,byd,byd/sealion-6,exact_normalized,ev,no
a3ac4267ed42,281,Hatla2ee,BYD,Sealion 6,EV Luxury,2027,byd,byd/sealion-6,exact_normalized,evluxury,no
1ae853ee7f3d,282,Hatla2ee,BYD,Sealion 6,DM-i Ultra,2027,byd,byd/sealion-6,exact_normalized,dmiultra,no
e5cc7db2fdbf,283,Hatla2ee,BYD,Sealion 6,DM-i Luxury,2027,byd,byd/sealion-6,exact_normalized,dmiluxury,no
74ce8497dc0e,284,Hatla2ee,BYD,TI 7,Ultra,2027,byd,byd/ti-7,exact_normalized,ultra,no
bb1cd50f13fe,285,Hatla2ee,BYD,TI 7,Luxury,2027,byd,byd/ti-7,exact_normalized,luxury,no
3d333d5e5655,286,Hatla2ee,BYD,M9,Ultra,2027,byd,byd/m9,exact_normalized,ultra,no
2e70f27b7013,287,Hatla2ee,BYD,M9,Luxury,2027,byd,byd/m9,exact_normalized,luxury,no
971491496f49,288,Hatla2ee,BYD,Sealion 5,Ultra,2026,byd,byd/sealion-5,exact_normalized,ultra,no
3f20be27d3de,289,Hatla2ee,BYD,Sealion 5,Luxury,2026,byd,byd/sealion-5,exact_normalized,luxury,no
d3bb4f0e3061,290,Hatla2ee,BYD,Atto 8,Ultra,2026,byd,byd/atto-8,exact_normalized,ultra,no
7d71cbaffc6b,291,ContactCars,Nissan,Sunny,A/T Base,2027,nissan,nissan/sunny,exact_normalized,atbase,no
e15d6f60a266,292,ContactCars,Nissan,Sunny,AT Mid,2027,nissan,nissan/sunny,exact_normalized,atmid,no
96dbf9d126b7,293,ContactCars,Nissan,Sunny,AT Super salon,2027,nissan,nissan/sunny,exact_normalized,atsupersalon,no
88f2f39ef436,294,ContactCars,Nissan,Magnite,Visia,2027,nissan,nissan/magnite,exact_normalized,visia,no
b7caa6764f6e,295,ContactCars,Nissan,Magnite,Acenta,2027,nissan,nissan/magnite,exact_normalized,acenta,no
db53939468ad,296,ContactCars,Nissan,Magnite,Tekna,2027,nissan,nissan/magnite,exact_normalized,tekna,no
e9ebada3fa07,297,ContactCars,Nissan,Magnite,Tekna+,2027,nissan,nissan/magnite,exact_normalized,tekna,no
1130f89d5959,298,ContactCars,Nissan,Sentra,Premium,2027,nissan,nissan/sentra,exact_normalized,premium,no
cee5d6149e8b,299,ContactCars,Nissan,Juke,Acenta,2027,nissan,nissan/juke,exact_normalized,acenta,no
9c3cdeeba069,300,ContactCars,Nissan,Juke,Tekna,2027,nissan,nissan/juke,exact_normalized,tekna,no
00c639656442,301,ContactCars,Nissan,Juke,Tekna N-design,2027,nissan,nissan/juke,exact_normalized,teknandesign,no
ef0dadbe4f3a,302,ContactCars,Nissan,Juke,Tekna N-Design,2026,nissan,nissan/juke,exact_normalized,teknandesign,no
6fe9656ad405,303,ContactCars,Nissan,Navara,Single Cab 2.5D XE Plus 4X2 MT,2026,nissan,nissan/navara,exact_normalized,singlecab25dxeplus4x2mt,no
807e41bb6353,304,ContactCars,Nissan,Navara,4WD MT XE Plus,2026,nissan,nissan/navara,exact_normalized,4wdmtxeplus,no
36dc5e858617,305,ContactCars,Nissan,Navara,4WD AT SE Plus,2026,nissan,nissan/navara,exact_normalized,4wdatseplus,no
aa682354d44b,306,ContactCars,Nissan,Navara,4WD MT LE Plus,2026,nissan,nissan/navara,exact_normalized,4wdmtleplus,no
8642829591f7,307,ContactCars,Nissan,Navara,4WD AT LE Plus,2026,nissan,nissan/navara,exact_normalized,4wdatleplus,no
f7028a4749bb,308,ContactCars,Nissan,Qashqai,N-connecta,2027,nissan,nissan/qashqai,exact_normalized,nconnecta,no
0c0b518960aa,309,ContactCars,Nissan,Qashqai,N-connecta Plus,2027,nissan,nissan/qashqai,exact_normalized,nconnectaplus,no
a6281c94c09b,310,ContactCars,Nissan,Qashqai,N-connecta+ 2T,2027,nissan,nissan/qashqai,exact_normalized,nconnecta2t,no
9ef145e465a3,311,ContactCars,Nissan,Qashqai,Tekna 2T,2027,nissan,nissan/qashqai,exact_normalized,tekna2t,no
85b1d274ce58,312,ContactCars,Nissan,Qashqai,N-Design e-PWR,2027,nissan,nissan/qashqai,exact_normalized,ndesignepwr,no
84f67d2d429b,313,ContactCars,Nissan,Qashqai,Tekna Plus 4WD,2027,nissan,nissan/qashqai,exact_normalized,teknaplus4wd,no
e3c8f9364ef6,314,ContactCars,Nissan,X-Trail,Acenta Plus,2026,nissan,nissan/x-trail,exact_normalized,acentaplus,no
3e90b697503f,315,ContactCars,Nissan,X-Trail,N-Trek,2026,nissan,nissan/x-trail,exact_normalized,ntrek,no
98c6fe13f452,316,ContactCars,Nissan,X-Trail,Tekna,2026,nissan,nissan/x-trail,exact_normalized,tekna,no
eb982989c7d3,317,ContactCars,Nissan,Patrol,XE,2026,nissan,nissan/patrol,exact_normalized,xe,no
2d157c4c1b3d,318,ContactCars,Nissan,Patrol,SE,2026,nissan,nissan/patrol,exact_normalized,se,no
f86ae02f2487,319,ContactCars,Nissan,Patrol,SE Titanium,2026,nissan,nissan/patrol,exact_normalized,setitanium,no
e3900504a9f1,320,ContactCars,Nissan,Patrol,LE1,2026,nissan,nissan/patrol,exact_normalized,le1,no
d6029a7a1541,321,ContactCars,Nissan,Patrol,SE Platinum City,2026,nissan,nissan/patrol,exact_normalized,seplatinumcity,no
486d25049881,322,ContactCars,Nissan,Patrol,LE2,2026,nissan,nissan/patrol,exact_normalized,le2,no
d868eaac5f15,323,ContactCars,Nissan,Patrol,LE Titanium,2026,nissan,nissan/patrol,exact_normalized,letitanium,no
bf12438ff57b,324,ContactCars,Nissan,Patrol,LE Platinum City,2026,nissan,nissan/patrol,exact_normalized,leplatinumcity,no
ab25db739231,325,ContactCars,Nissan,N7,FWD,2025,nissan,nissan/n7,exact_normalized,fwd,no
550264c022b9,326,ContactCars(classified),Nissan,Armada,Unspecified trim,2026,nissan,nissan/armada,exact_normalized,unspecifiedtrim,no
a4fbabe0821b,327,EgyCar,Nissan,Sunny,Baseline AT,2027,nissan,nissan/sunny,exact_normalized,baselineat,no
fa58e251a733,328,EgyCar,Nissan,Sunny,Midline,2027,nissan,nissan/sunny,exact_normalized,midline,no
895c9453a2a3,329,EgyCar,Nissan,Sunny,Super Saloon,2027,nissan,nissan/sunny,exact_normalized,supersaloon,no
5c972b237d90,330,EgyCar,Nissan,Magnite,Visia,2027,nissan,nissan/magnite,exact_normalized,visia,no
69f41ff5276f,331,EgyCar,Nissan,Magnite,Acenta,2027,nissan,nissan/magnite,exact_normalized,acenta,no
68acfa4ceaed,332,EgyCar,Nissan,Magnite,Tekna,2027,nissan,nissan/magnite,exact_normalized,tekna,no
59c4f84da169,333,EgyCar,Nissan,Magnite,Tekna+,2027,nissan,nissan/magnite,exact_normalized,tekna,no
e5f1c938933e,334,EgyCar,Nissan,Juke,Acenta,2026,nissan,nissan/juke,exact_normalized,acenta,no
90e4c7f74f71,335,EgyCar,Nissan,Juke,Tekna,2026,nissan,nissan/juke,exact_normalized,tekna,no
12a71aa54bbf,336,EgyCar,Nissan,Juke,N-Sport,2026,nissan,nissan/juke,exact_normalized,nsport,no
b9ccc97153ad,337,EgyCar,Nissan,Juke,N-Design,2026,nissan,nissan/juke,exact_normalized,ndesign,no
3fa0e07049d5,338,EgyCar,Nissan,X-Trail,Acenta Plus,2026,nissan,nissan/x-trail,exact_normalized,acentaplus,no
d8e7e3fd15ce,339,EgyCar,Nissan,X-Trail,N-Trek,2026,nissan,nissan/x-trail,exact_normalized,ntrek,no
3f490740cc36,340,EgyCar,Nissan,X-Trail,Tekna e-4ORCE,2026,nissan,nissan/x-trail,exact_normalized,teknae4orce,no
ab47a038911c,341,EgyCar,Nissan,Sentra,Full Option,2027,nissan,nissan/sentra,exact_normalized,fulloption,no
fbb20c9b76dc,342,EgyCar,Nissan,Qashqai,N-Connecta,2027,nissan,nissan/qashqai,exact_normalized,nconnecta,no
986a108b1f43,343,EgyCar,Nissan,Qashqai,N-Connecta+,2027,nissan,nissan/qashqai,exact_normalized,nconnecta,no
336d527571ee,344,EgyCar,Nissan,Qashqai,TEKNA,2027,nissan,nissan/qashqai,exact_normalized,tekna,no
0bfacef776da,345,EgyCar,Nissan,Qashqai,e-Power,2027,nissan,nissan/qashqai,exact_normalized,epower,no
3c9c07bbbe70,346,EgyCar,Nissan,Qashqai,TEKNA+ 4WD,2027,nissan,nissan/qashqai,exact_normalized,tekna4wd,no
1a198167fdf7,347,Hatla2ee,Nissan,Sunny,Manual/Baseline,2027,nissan,nissan/sunny,exact_normalized,manualbaseline,no
c357e7cf39dd,348,Hatla2ee,Nissan,Sunny,A/T/Baseline,2027,nissan,nissan/sunny,exact_normalized,atbaseline,no
c27af6b3dc2d,349,Hatla2ee,Nissan,Sunny,A/T/plus,2027,nissan,nissan/sunny,exact_normalized,atplus,no
be7c5d9af2db,350,Hatla2ee,Nissan,Sunny,A/T/Super Saloon,2027,nissan,nissan/sunny,exact_normalized,atsupersaloon,no
cd4af6692362,351,Hatla2ee(summary),Nissan,Magnite,"(range, 4 classes)",2027,nissan,nissan/magnite,exact_normalized,range4classes,yes
5e62a69c9563,352,Hatla2ee(summary),Nissan,Sentra,"(range, 1 class)",2026,nissan,nissan/sentra,exact_normalized,range1class,yes
861a55e862d8,353,Hatla2ee(summary),Nissan,Juke,"(range, 4 classes)",2025,nissan,nissan/juke,exact_normalized,range4classes,yes
811377a4c5d1,354,Hatla2ee(summary),Nissan,Juke,"(range, 4 classes) Facelift",2027,nissan,nissan/juke,exact_normalized,range4classesfacelift,yes
0778087630c0,355,Hatla2ee(summary),Nissan,Qashqai,"(range, 5 classes) Facelift",2027,nissan,nissan/qashqai,exact_normalized,range5classesfacelift,yes
ad28339c6549,356,Hatla2ee(summary),Nissan,X-Trail,"(range, 3 classes)",2026,nissan,nissan/x-trail,exact_normalized,range3classes,yes
f24d2421171a,357,Hatla2ee(summary),Nissan,Patrol,"(range, 8 classes)",2025,nissan,nissan/patrol,exact_normalized,range8classes,yes
60d6cd8b5256,358,ContactCars,MG,4,Standard,2026,mg,mg/4,exact_normalized,standard,no
a8becbb224cd,359,ContactCars,MG,4,Luxury,2026,mg,mg/4,exact_normalized,luxury,no
1762506edfd7,360,ContactCars,MG,5,Comfort,2027,mg,mg/5,exact_normalized,comfort,no
7021873db9bd,361,ContactCars,MG,5,Luxury,2027,mg,mg/5,exact_normalized,luxury,no
5b2701e1f2e3,362,ContactCars,MG,7,Luxury,2026,mg,mg/7,exact_normalized,luxury,no
333be0b31a13,363,ContactCars,MG,7,Trophy,2026,mg,mg/7,exact_normalized,trophy,no
6ae715832f3b,364,ContactCars,MG,Cyberster,Trophy RWD,2026,mg,mg/cyberster,exact_normalized,trophyrwd,no
d7b6ce4495a9,365,ContactCars,MG,G50 Plus,1.5 A/T,2026,mg,mg/g50-plus,exact_normalized,15at,no
a2fca0a5d269,366,ContactCars,MG,GT,Comfort,2026,mg,mg/gt,exact_normalized,comfort,no
addc49aa5763,367,ContactCars,MG,GT,Luxury,2026,mg,mg/gt,exact_normalized,luxury,no
376429372af7,368,ContactCars,MG,HS,+ Luxury,2026,mg,mg/hs,exact_normalized,luxury,no
1a9e64340aab,369,ContactCars,MG,HS,HEV,2026,mg,mg/hs,exact_normalized,hev,no
e824bb7b89ad,370,ContactCars,MG,One,Luxury,2026,mg,mg/one,exact_normalized,luxury,no
f1127db75bf3,371,ContactCars,MG,RX5,Unspecified trim,2025 / 2026 / 2027,mg,mg/rx5,exact_normalized,unspecifiedtrim,no
c04db321c13c,372,ContactCars,MG,RX5 Plus,Luxury,2026,mg,mg/rx5-plus,exact_normalized,luxury,no
5f6bf2a18370,373,ContactCars,MG,RX9,Luxury,2027,mg,mg/rx9,exact_normalized,luxury,no
840e7d25e2e4,374,ContactCars,MG,ZS,Comfort,2026,mg,mg/zs,exact_normalized,comfort,no
68727d38f99f,375,ContactCars,MG,ZS,Luxury Facelift MCE,2026,mg,mg/zs,exact_normalized,luxuryfaceliftmce,no
5f28d6898364,376,EgyCar,MG,ZS,Comfort,2027,mg,mg/zs,exact_normalized,comfort,no
6ab0427e2fd6,377,EgyCar,MG,ZS,Plus,2027,mg,mg/zs,exact_normalized,plus,no
4db2e3d9650a,378,EgyCar,MG,7,Luxury,2027,mg,mg/7,exact_normalized,luxury,no
4072d43fdf64,379,EgyCar,MG,7,Trophy,2027,mg,mg/7,exact_normalized,trophy,no
e761da264d3a,380,EgyCar,MG,RX9,Luxury,2027,mg,mg/rx9,exact_normalized,luxury,no
7be57ff0d04e,381,EgyCar,MG,5,Comfort,2027,mg,mg/5,exact_normalized,comfort,no
71ec2729b4e3,382,EgyCar,MG,5,Luxury,2027,mg,mg/5,exact_normalized,luxury,no
35e2b5bf0780,383,EgyCar,MG,GT,Comfort,2027,mg,mg/gt,exact_normalized,comfort,no
199b4092a14b,384,EgyCar,MG,GT,Luxury,2027,mg,mg/gt,exact_normalized,luxury,no
d8859d2c4a88,385,EgyCar,MG,G50 Plus,Luxury,2026,mg,mg/g50-plus,exact_normalized,luxury,no
3707d810e6ba,386,EgyCar,MG,Cyberster,Trophy RWD,2026,mg,mg/cyberster,exact_normalized,trophyrwd,no
72c80651f330,387,EgyCar,MG,HS,Plus Luxury,2027,mg,mg/hs,exact_normalized,plusluxury,no
63be1a319065,388,EgyCar,MG,HS,HEV,2027,mg,mg/hs,exact_normalized,hev,no
0f5833394d0c,389,EgyCar,MG,One,Luxury,2027,mg,mg/one,exact_normalized,luxury,no
3af2776b9834,390,Hatla2ee(summary),MG,5,"(range, 2 classes)",2027,mg,mg/5,exact_normalized,range2classes,yes
7301f4029bba,391,Hatla2ee(summary),MG,ZS,(1 class),2026,mg,mg/zs,exact_normalized,1class,yes
7a5423faef68,392,Hatla2ee(summary),MG,ZS,Facelift (1 class),2027,mg,mg/zs,exact_normalized,facelift1class,yes
26b822d8c90c,393,Hatla2ee(summary),MG,GT,"(range, 2 classes)",2027,mg,mg/gt,exact_normalized,range2classes,yes
f0fe3704d198,394,Hatla2ee(summary),MG,4,"(range, 2 classes)",2026,mg,mg/4,exact_normalized,range2classes,yes
b4258a355501,395,Hatla2ee,MG,6,A/T LUX Black Interior,2026,mg,mg/6,exact_normalized,atluxblackinterior,no
5e951db5a205,396,Hatla2ee,MG,6,A/T LUX Red Interior,2026,mg,mg/6,exact_normalized,atluxredinterior,no
680099cab245,397,Hatla2ee(summary),MG,G50 Plus,(1 class),2027,mg,mg/g50-plus,exact_normalized,1class,yes
38ce6b07dda5,398,Hatla2ee(summary),MG,One,(1 class),2027,mg,mg/one,exact_normalized,1class,yes
d721bc43e332,399,Hatla2ee(summary),MG,RX5 Plus,(1 class),2027,mg,mg/rx5-plus,exact_normalized,1class,yes
138bb19a5c5f,400,Hatla2ee(summary),MG,HS,"New Generation (range, 2 classes)",2027,mg,mg/hs,exact_normalized,newgenerationrange2classes,yes
993b2c322c26,401,Hatla2ee(summary),MG,HS,"(1 class, older cohort)",2026,mg,mg/hs,exact_normalized,1classoldercohort,yes
f04fc85c93f9,402,Hatla2ee(summary),MG,7,"(range, 2 classes)",2027,mg,mg/7,exact_normalized,range2classes,yes
c2eee1dffd15,403,Hatla2ee(summary),MG,RX9,(1 class),2027,mg,mg/rx9,exact_normalized,1class,yes
a344199e4c1d,404,Hatla2ee(summary),MG,Cyberster,(1 class),2027,mg,mg/cyberster,exact_normalized,1class,yes
7e2480d52dcb,405,ContactCars,Chery,Arrizo 5,M/T Baseline,2026,chery,chery/arrizo-5,exact_normalized,mtbaseline,no
0291d52ad2ef,406,ContactCars,Chery,Arrizo 5,CVT Baseline,2026,chery,chery/arrizo-5,exact_normalized,cvtbaseline,no
c28d28b4b14c,407,ContactCars,Chery,Arrizo 5,CVT Highline,2026,chery,chery/arrizo-5,exact_normalized,cvthighline,no
74e6efc8c339,408,ContactCars,Chery,Arrizo 5,1.5 MT Basic,2027,chery,chery/arrizo-5,exact_normalized,15mtbasic,no
610394960cba,409,ContactCars,Chery,Arrizo 5,1.5 CVT Basic,2027,chery,chery/arrizo-5,exact_normalized,15cvtbasic,no
726fcd8d3419,410,ContactCars,Chery,Arrizo 5,1.5 CVT Comfort,2027,chery,chery/arrizo-5,exact_normalized,15cvtcomfort,no
d0cedcf6b8a5,411,ContactCars,Chery,Arrizo 6 GT,1.5T DCT Comfort,2027,chery,chery/arrizo-6-gt,exact_normalized,15tdctcomfort,no
514f2c732fc7,412,ContactCars,Chery,Arrizo 6 GT,1.5T DCT Luxury,2027,chery,chery/arrizo-6-gt,exact_normalized,15tdctluxury,no
1ba13c78c50b,413,ContactCars,Chery,Arrizo 8,Luxury,2026,chery,chery/arrizo-8,exact_normalized,luxury,no
9caf489913da,414,ContactCars,Chery,Arrizo 8,Flagship,2026,chery,chery/arrizo-8,exact_normalized,flagship,no
478e9172fa32,415,ContactCars,Chery,QQ,Unspecified trim,2027,chery,chery/qq,exact_normalized,unspecifiedtrim,no
8fb2f6f58f13,416,ContactCars,Chery,Tiggo 4 PRO,COMFORT,2027,chery,chery/tiggo-4-pro,exact_normalized,comfort,no
b4f750230aea,417,ContactCars,Chery,Tiggo 4 PRO,LUXURY,2027,chery,chery/tiggo-4-pro,exact_normalized,luxury,no
8638286b2ad4,418,ContactCars,Chery,Tiggo 4 PRO,LUXURY TURBO,2027,chery,chery/tiggo-4-pro,exact_normalized,luxuryturbo,no
11631eca7d6c,419,ContactCars,Chery,Tiggo 7,COMFORT,2027,chery,chery/tiggo-7,exact_normalized,comfort,no
0c45bb405c62,420,ContactCars,Chery,Tiggo 7,LUXURY,2027,chery,chery/tiggo-7,exact_normalized,luxury,no
f3f55f2fb8c4,421,ContactCars,Chery,Tiggo 7 Pro,CKD Comfort,2027,chery,chery/tiggo-7-pro,exact_normalized,ckdcomfort,no
c9cdba92675c,422,ContactCars,Chery,Tiggo 7 Pro,CKD Luxury,2027,chery,chery/tiggo-7-pro,exact_normalized,ckdluxury,no
1f4df3178b0f,423,ContactCars,Chery,Tiggo 7 Pro Max,COMFORT,2027,chery,chery/tiggo-7-pro-max,exact_normalized,comfort,no
